A,B,result,weight1,weight2,weight3,weight4,backwardweight1,backwardweight2,backwardweight3,backwardweight4,Diff1,Diff2,Diff3,Diff4,SUM1,SUM2,SUM3,SUM4,Normalized_weight1,Normalized_weight2,Normalized_weight3,Normalized_weight4,Normalized_backward_weight1,Normalized_backward_weight2,Normalized_backward_weight3,Normalized_backward_weight4,Weight_greater_than_mean,Backward_weight_greater_than_mean
Carbon cycle,Respiration (physiology),0,0,67.03333333,21.82758621,80.28378378,0,0,103.4736842,75.92,0,67.03333333,81.646098,4.363783784,0,67.03333333,125.3012704,156.2037838,0,0.000834778,1.75E-05,0.002466143,0,0,0.003248916,0.006273084,1,1
Carbon cycle,Sediment trap,0,0,0,12.33333333,101.4222222,0,0,49.82857143,131.3603774,0,0,37.4952381,29.93815514,0,0,62.16190476,232.7825996,0,0,9.86E-06,0.013261797,0,0,0.000645708,0.025776849,0,0
Carbon cycle,Solubility pump,0,0,70.36,55.64285714,61.94482759,0,0,58.05263158,107.5586854,0,70.36,2.409774436,45.61385786,0,70.36,113.6954887,169.503513,0,0.000730171,4.45E-05,0.003728479,0,0,0.001922154,0.013308115,1,0
Carbon cycle,Volcanic gas,0,0,0,0,77.66666667,0,0,0,36.15789474,0,0,0,41.50877193,0,0,0,113.8245614,0,0,0,0.002804869,0,0,0,0.000367606,0,0
Carbon cycle,Volcano,0,0,10.5,0,65.15644172,0,0,0,1287.049774,0,10.5,0,1221.893332,0,10.5,0,1352.206215,0,8.72E-06,0,0.00881726,0,0,0,0.027913869,0,0
Carbon dioxide,Apnea,0,484,0,88.19642857,81.4338843,0,0,85.73493976,128.1916376,484,0,2.461488812,46.75775333,484,0,173.9313683,209.6255219,8.36E-05,0,1.52E-05,0.001481461,0,0,0.005951764,0.030771688,1,1
Carbon dioxide,Calcium hydroxide,0,340,0,92.76724138,76.95037221,129,0,32.96825397,107.5825893,211,0,59.79898741,30.63221708,469,0,125.7354953,184.5329615,5.87E-05,0,1.60E-05,0.002331232,0.000842328,0,0.000979606,0.02273185,1,1
Carbon dioxide,Carbon dioxide sensor,0,1110,0,22.88888889,188.214433,299,0,14.55555556,105.4175532,811,0,8.333333333,82.7968798,1409,0,37.44444444,293.6319862,0.000191682,0,3.95E-06,0.006862217,0.024651661,0,0.000181946,0.110103695,1,1
Carbon dioxide,Carbon monoxide,1,9676,43.32786885,155.025,125.5795455,12687,40.98333333,100,152.7267905,3011,2.344535519,55.025,27.147245,22363,84.31120219,255.025,278.3063359,0.001670916,0.000198686,2.68E-05,0.002492256,0.050913162,0.000164467,0.001162391,0.013385625,1,1
Carbon dioxide,Carbon sequestration,0,1117,176.15625,94.06944444,159.7593688,164,28.46938776,64.06034483,180.2778198,953,147.6868622,30.00909962,20.518451,1281,204.6256378,158.1297893,340.0371887,0.000192891,0.000423758,1.62E-05,0.012177946,0.001281781,0.000222509,0.0031543,0.101088278,1,1
Carbon dioxide,Carboxylic acid,0,0,48.70422535,14.84375,68.75352113,0,186.4328358,70.70588235,107.7634409,0,137.7286105,55.86213235,39.00991973,0,235.1370612,85.54963235,176.516962,0,0.000259953,2.56E-06,0.000733927,0,0.001003168,0.001102566,0.018385887,0,1
Carbon dioxide,Combustion,0,84,68.11827957,108.5,97.89925119,137,55.14516129,86.87697161,81.04932735,53,12.97311828,21.62302839,16.84992384,221,123.2634409,195.3769716,178.9485785,1.45E-05,0.00047623,1.87E-05,0.021622252,0.000503482,0.000202661,0.002525069,0.019885879,1,1
Carbon dioxide,Industrial Revolution,0,1374,109.4545455,19.66666667,129.8834356,0,31.23333333,38.91666667,177.5612245,1374,78.22121212,19.25,47.67778891,1374,140.6878788,58.58333333,307.4446601,0.000237271,0.000814589,3.40E-06,0.001591516,0,1.78E-05,0.000337244,0.006283063,1,0
Carbon dioxide,Must,0,222,0,17.72727273,141.21875,0,0,18.54545455,148.312,222,0,0.818181818,7.09325,222,0,36.27272727,289.53075,3.83E-05,0,3.06E-06,0.001358852,0,0,9.96E-05,0.009048305,1,0
Carbon dioxide,Ocean acidification,0,3274,132.344086,103.8917526,126.9829281,958,54.9893617,102.8083333,167.3626543,2316,77.35472432,1.083419244,40.37972623,4232,187.3334477,206.7000859,294.3455824,0.000565376,0.000925246,1.79E-05,0.018452149,0.021120861,0.001212341,0.002667233,0.046893745,1,1
Carbon dioxide,Pascal (unit),0,559,67.58823529,10,45.32286996,0,16.35294118,0,37.74489796,559,51.23529412,10,7.577971996,559,83.94117647,10,83.06776791,9.65E-05,0.000172751,1.73E-06,0.000759787,0,3.59E-05,0,0.00228796,0,0
Carbon dioxide,Sedimentary rock,0,10,121.2597403,43.41176471,121.9939863,0,50.09090909,78.63809524,130.1538462,10,71.16883117,35.22633053,8.1598599,10,171.3506494,122.0498599,252.1478324,1.73E-06,0.000701903,7.50E-06,0.010674835,0,0.000316376,0.00115165,0.023599268,1,1
Carbon dioxide,Tin dioxide,0,64,15.66666667,0,0,0,0,0,0,64,15.66666667,0,0,64,15.66666667,0,0,1.11E-05,3.53E-06,0,0,0,0,0,0,0,0
Climate change,Altimeter,0,287,0,0,51.62222222,0,0,0,16,287,0,0,35.62222222,287,0,0,67.62222222,3.93E-05,0,0,0.000271859,0,0,0,0.000496068,0,0
Climate change,Anthropocene,0,1501,158.6451613,32.89473684,223.9133574,0,204.295082,47.21428571,415.6631016,1501,45.64992068,14.31954887,191.7497442,1501,362.9402433,80.10902256,639.576459,0.000205513,0.000575551,4.50E-06,0.007258637,0,0.001105272,0.000273888,0.064414626,1,1
Climate change,Boundary current,0,316,0,0,126.6470588,0,0,0,79.79245283,316,0,0,46.85460599,316,0,0,206.4395117,4.33E-05,0,0,0.001007858,0,0,0,0.011146062,1,0
Climate change,Continental climate,0,243,18.30769231,133.7333333,148.8668342,0,12,191.5263158,71.34263959,243,6.307692308,57.79298246,77.52419458,243,30.30769231,325.2596491,220.2094738,3.33E-05,2.79E-05,1.83E-05,0.00693388,0,0.000281215,0.000119605,0.000461937,1,0
Climate change,Deforestation,1,908,47.16546763,1248.161616,108.9466527,134,73.92356688,410.6696429,166.3392638,774,26.75809925,837.4919733,57.39261108,1042,121.0890345,1658.831259,275.2859165,0.000124321,0.000767245,0.000170895,0.024377944,0.000316715,0.000174722,0.006536725,0.038532926,1,1
Climate change,Historical document,0,365,0,0,11.8,0,0,0,23.66666667,365,0,0,11.86666667,365,0,0,35.46666667,5.00E-05,0,0,6.90E-06,0,0,0,0.000215402,0,0
Climate change,Ice age,0,998,41.84210526,44.96330275,85.86602871,168,61.63809524,19.8,48.36260623,830,19.79598997,25.16330275,37.50342248,1166,103.4802005,64.76330275,134.2286349,0.000136644,0.000279115,6.16E-06,0.002100211,0.000134948,4.95E-05,9.22E-05,0.003976533,1,0
Climate change,Pliocene,1,537,23,32.22222222,119.373494,0,0,51,62.28767123,537,23,18.77777778,57.08582274,537,23,83.22222222,181.6611652,7.35E-05,2.69E-06,4.41E-06,0.001159528,0,0,0.000158885,0.002023665,1,0
Climate change,Polar desert,0,283,0,1685.780822,117.0685528,0,0,1390.935484,262.024218,283,0,294.845338,144.9556652,283,0,3076.716306,379.0927707,3.87E-05,0,0.000230813,0.012590734,0,0,0.003108016,0.018716718,1,1
Climate change,Primary production,0,276,108.5833333,29.17073171,184,0,21.9375,16.5,89.76780186,276,86.64583333,12.67073171,94.23219814,276,130.5208333,45.67073171,273.7678019,3.78E-05,0.000609958,3.99E-06,0.016430004,0,0.001338795,3.00E-05,0.008784681,1,0
Climate change,Red giant,0,483,62.1,0,46.77941176,0,12,0,165.025,483,50.1,0,118.2455882,483,74.1,0,211.8044118,6.61E-05,0.000145351,0,0.000372271,0,7.69E-05,0,0.004681268,0,0
Climate change,Tide gauge,0,338,0,42.05555556,147.8769231,0,0,33.11764706,55.6056338,338,0,8.937908497,92.27128927,338,0,75.17320261,203.4825569,4.63E-05,0,5.76E-06,0.001124887,0,0,0.002038201,0.014292748,1,0
Climate change,Toba catastrophe theory,0,481,0,22.6,166.8,12,0,13.2,61.44949495,469,0,9.4,105.3505051,493,0,35.8,228.2494949,6.59E-05,0,3.09E-06,0.002049654,3.13E-05,0,8.14E-06,0.001500231,1,0
Climate change in the Arctic,Arctic Ocean Conference,0,0,0,12.11111111,275.4075145,0,0,66.09574468,446.9411765,0,0,53.98463357,171.533662,0,0,78.20685579,722.3486909,0,0,4.71E-05,0.016767174,0,0,0.001196097,0.030717352,0,0
Climate change in the Arctic,Beaufort Sea,0,0,13.42857143,21.86666667,122.277937,0,10.5,27.51923077,96.368,0,2.928571429,5.652564103,25.90993696,0,23.92857143,49.38589744,218.645937,0,1.65E-05,8.50E-05,0.00750899,0,0.000525184,0.000119103,0.002005189,0,0
Climate change in the Arctic,Canada,0,0,132.9322034,0,145.3957219,0,145.4807692,0,48.78448276,0,12.54856584,0,96.61123917,0,278.4129726,0,194.1802047,0,0.001380035,0,0.004784111,0,1.09E-05,0,0.000474966,1,0
Climate change in the Arctic,European Space Agency,0,0,0,0,19.95522388,0,0,0,40.73626374,0,0,0,20.78103986,0,0,0,60.69148762,0,0,0,0.000235255,0,0,0,0.00012469,0,0
Climate change in the Arctic,Foreign minister,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,1.76E-06,0,0,0,0,0,0
Climate change in the Arctic,Greenland ice sheet,0,1664,260.5185185,12.5,117.1689815,0,168.2,92.65384615,98.4800885,1664,92.31851852,80.15384615,18.68889299,1664,428.7185185,105.1538462,215.64907,0.006468843,0.002475371,4.86E-05,0.008906445,0,0.001946466,0.001036922,0.00958001,1,0
Climate change in the Arctic,Habitat,1,0,18,0,95.5012987,0,0,0,89.98181818,0,18,0,5.519480519,0,18,0,185.4831169,0,6.33E-06,0,0.006469608,0,0,0,0.005180034,0,0
Climate change in the Arctic,Intergovernmental Panel on Climate Change,0,356,705.125,12.4,854.7638889,0,94.46,28.1,853.1111111,356,610.665,15.7,1.652777778,356,799.585,40.5,1707.875,0.001383959,0.006948037,4.82E-05,0.021657915,0,0.000187092,0.000161263,0.039656951,1,1
Climate change in the Arctic,Ozone depletion,0,0,55.5,0,91.95,0,37.34210526,0,35.78571429,0,18.15789474,0,56.16428571,0,92.84210526,0,127.7357143,0,0.000429688,0,0.002588688,0,0.000258312,0,0.000629892,0,0
Climate change in the Arctic,Polar bear,0,171,94.58415842,13.33333333,401.4127358,0,117.5538462,71.49275362,401.1333333,171,22.96968774,58.15942029,0.279402516,171,212.1380046,84.82608696,802.5460692,0.000664767,0.001680923,5.18E-05,0.029947804,0,0.000151813,0.000800536,0.027340595,1,1
Climate change in the Arctic,Younger Dryas,1,442,26.66666667,11.66666667,124.7,0,16,167.4310345,178.60625,442,10.66666667,155.7643678,53.90625,442,42.66666667,179.0977011,303.30625,0.001718287,4.22E-05,4.54E-05,0.00987386,0,0.00010085,0.00113146,0.009988793,0,1
Climate model,Albedo,0,589,84.70967742,0,373.4612546,0,17.73333333,0,301.8562092,589,66.97634409,0,71.60504546,589,102.4430108,0,675.3174638,0.002588874,0.000452138,0,0.017425752,0,0.000299261,0,0.018228935,1,0
Climate model,Chemical species,0,0,0,0,45.20930233,0,0,0,24.17105263,0,0,0,21.03824969,0,0,0,69.38035496,0,0,0,0.00100414,0,0,0,0.000452259,0,0
Climate model,Climate,1,11,38.88372093,15.5,167.4166667,1806,12.33333333,114.1791045,129.3431373,1795,26.5503876,98.67910448,38.07352941,1817,51.21705426,129.6791045,296.7598039,4.83E-05,0.000575762,6.81E-05,0.015565717,0.007863901,5.37E-05,0.001196608,0.008254559,0,1
Climate model,Colorado,0,0,0,11,85.80188679,0,0,47.67647059,87.9375,0,0,36.67647059,2.135613208,0,0,58.67647059,173.7393868,0,0,4.83E-05,0.001565955,0,0,0.000420933,0.001096088,0,0
Climate model,Electromagnetic radiation,0,0,421.6826923,0,253.9809322,0,206.7894737,0,274.0488968,0,214.8932186,0,20.06796464,0,628.472166,0,528.029829,0,0.007550849,0,0.1032024,0,0.000345166,0,0.032797103,1,1
Climate model,Energy,1,0,98.52727273,11,226.1778399,0,28.42105263,56.8,225.3813333,0,70.1062201,45.8,0.796506518,0,126.9483254,67.8,451.5591732,0,0.00093303,4.83E-05,0.041824525,0,2.53E-05,0.000168539,0.020062775,1,0
Climate model,Greenhouse gas,0,0,23.30555556,12.16666667,156.682243,0,292.24,15,126.1806931,0,268.9344444,2.833333333,30.50154992,0,315.5455556,27.16666667,282.8629361,0,0.000144457,5.35E-05,0.017319346,0,0.00034575,1.09E-06,0.003696718,0,1
Climate model,Hadley Centre for Climate Prediction and Research,0,0,0,0,274.3333333,0,0,0,99.47619048,0,0,0,174.8571429,0,0,0,373.8095238,0,0,0,0.000991915,0,0,0,0.000402299,0,0
Climate model,Infrared,0,0,261.2068966,12.5,257.8820193,0,302.2083333,56.8,248.9921011,0,41.00143678,44.3,8.889918179,0,563.4152299,69.3,506.8741204,0,0.002608491,5.49E-05,0.078279863,0,0.000563052,0.000109571,0.024323457,1,1
Climate model,Land use,0,0,28.60869565,0,97.62727273,0,0,0,272.0787879,0,28.60869565,0,174.4515152,0,28.60869565,0,369.7060606,0,0.000113293,0,0.001849015,0,0,0,0.163890319,0,0
Climate model,Ocean current,0,0,32.525,11,77.35114504,0,20.06451613,56.8,111.3917526,0,12.46048387,45.8,34.04060754,0,52.58951613,67.8,188.7428976,0,0.000224003,4.83E-05,0.001744676,0,0.000104583,0.000451821,0.003437978,0,0
Climate model,Radiative forcing,0,0,11,21.80952381,303.5179487,0,0,19,274,0,11,2.80952381,29.51794872,0,11,40.80952381,577.5179487,0,3.79E-06,9.59E-05,0.010190504,0,0,6.53E-06,0.028146339,0,0
Climate model,Sea ice,0,0,46.45454545,0,282.1976744,0,0,0,135.0593607,0,46.45454545,0,147.1383137,0,46.45454545,0,417.2570351,0,0.000175966,0,0.025071471,0,0,0,0.018670051,0,0
Climate model,Sea surface temperature,0,0,13.85714286,18,134.2865854,0,16,199.5588235,122.943686,0,2.142857143,181.5588235,11.34289936,0,29.85714286,217.5588235,257.2302714,0,1.67E-05,7.91E-05,0.01516747,0,0.001375871,0.000675204,0.007169504,0,1
Climate model,Stefan–Boltzmann law,0,117,70.11428571,17.31578947,104.1736842,330,13.16666667,0,93.38422392,213,56.94761905,17.31578947,10.78946029,447,83.28095238,17.31578947,197.5579081,0.000514259,0.000422524,7.61E-05,0.006815823,0.003009658,0.000120082,0,0.008514259,1,1
Climate model,Troposphere,1,0,20.61538462,0,81.45478723,0,0,0,78.72058824,0,20.61538462,0,2.734198999,0,20.61538462,0,160.1753755,0,4.61E-05,0,0.005273284,0,0,0,0.008818306,0,0
Fossil fuel,Abiogenic petroleum origin,1,1697,52.8313253,340.0246914,145.7247119,1489,30.42424242,592.75,175.5085995,208,22.40708288,252.7253086,29.7838876,3186,83.25556773,932.7746914,321.2333114,0.000607138,0.000487478,0.000121651,0.012652298,0.099022411,0.002023292,0.036025356,0.127821345,1,1
Fossil fuel,Bottom ash,0,152,14.2,14.5,30.10958904,0,0,0,25.890625,152,14.2,14.5,4.218964041,152,14.2,14.5,56.00021404,5.44E-05,7.89E-06,5.19E-06,0.00024435,0,0,0,0.008933168,0,0
Fossil fuel,Coal,1,15047,88.89855072,99.85407725,162.323107,8770,288.5333333,65.31277533,176.4820972,6277,199.6347826,34.54130192,14.15899014,23817,377.4318841,165.1668526,338.8052042,0.00538339,0.002727652,3.57E-05,0.055290979,0.011313545,0.000372216,0.001479099,0.055073225,1,1
Fossil fuel,Energy development,0,173,23.55357143,175.8809524,82.17591125,1027,25.25423729,47.05263158,59.10635838,854,1.70066586,128.8283208,23.06955287,1200,48.80780872,222.933584,141.2822696,6.19E-05,0.000146632,6.29E-05,0.005764466,0.046922831,0.001153846,0.002691423,0.038479978,1,1
Fossil fuel,Environmental law,0,101,10,0,19.8,0,15.61538462,0,14.4,101,5.615384615,0,5.4,101,25.61538462,0,34.2,3.61E-05,1.11E-06,0,2.20E-05,0,0.000337338,0,0.000112807,0,0
Fossil fuel,Fly ash,1,207,52.25,72.01754386,70.44902913,0,20.89473684,35.73076923,79.00338219,207,31.35526316,36.28677463,8.554353061,207,73.14473684,107.7483131,149.4524113,7.41E-05,0.000162641,2.58E-05,0.006453382,0,0.000294412,0.000307861,0.011611241,1,0
Fossil fuel,Fossil fuel power station,0,2463,39.47692308,205.9005525,138.9052265,2045,36.4972067,127.8744395,210.4349553,418,2.979716373,78.02611302,71.52972883,4508,75.97412978,333.7749919,349.3401818,0.000881192,0.000285261,7.37E-05,0.044318561,0.033374133,0.00059563,0.004335384,0.09674287,1,1
Fossil fuel,Redox,0,181,86.39795918,70.96875,119.4063089,0,62.26315789,32.1025641,101.1319149,181,24.13480129,38.8661859,18.27439396,181,148.6611171,103.0713141,220.5382237,6.48E-05,0.000941271,2.54E-05,0.028194666,0,0.000182722,0.000394131,0.029926242,1,1
Fossil fuel,Renewable energy,0,4891,71.19897959,273.0416667,138.4248627,1706,259.452381,120.8606061,186.0564585,3185,188.2534014,152.1810606,47.63159581,6597,330.6513605,393.9022727,324.4813212,0.001749861,0.001551369,9.77E-05,0.030823377,0.002295902,0.000349166,0.001462265,0.031940014,1,1
Fossil fuel,Reserves-to-production ratio,0,0,14.9,335.7701149,147.3489254,0,11,390.1393443,154.0428266,0,3.9,54.36922932,6.693901142,0,25.9,725.9094592,301.391752,0,1.66E-05,0.000120129,0.012957124,0,0.005720229,0.043653776,0.132031337,1,1
Fossil fuel,Sawmill,0,25,0,16,70.74545455,0,0,0,29.74615385,25,0,16,40.9993007,25,0,16,100.4916084,8.94E-06,0,5.72E-06,0.00173024,0,0,0,0.000757521,0,0
Fossil fuel,Thorium,0,0,13.35294118,11.5,110.5615276,0,17,26.81578947,63.47403685,0,3.647058824,15.31578947,47.08749073,0,30.35294118,38.31578947,174.0355644,0,2.52E-05,4.11E-06,0.008689777,0,8.16E-05,0.000151396,0.005630028,0,0
Global warming,2009 United Nations Climate Change Conference,0,105,0,545.2,0,0,0,1339.875,0,105,0,794.675,0,105,0,1885.075,0,6.51E-07,0,3.38E-06,0,0,0,0.006658303,0,0,0
Global warming,2010 United Nations Climate Change Conference,0,433,0,173.0375,0,0,0,93.36,0,433,0,79.6775,0,433,0,266.3975,0,2.68E-06,0,1.07E-06,0,0,0,0.001185376,0,1,0
Global warming,Abrupt climate change,0,1327,0,1152.166667,0,497,0,1562.301205,0,830,0,410.1345382,0,1824,0,2714.467871,0,8.22E-06,0,7.14E-06,0,0.020555027,0,0.02883815,0,1,1
Global warming,Absorption (electromagnetic radiation),0,537,0,0,0,0,0,0,0,537,0,0,0,537,0,0,0,3.33E-06,0,0,0,0,0,0,0,0,0
Global warming,Albrecht effect,0,446,0,71.02439024,0,0,0,0,0,446,0,71.02439024,0,446,0,71.02439024,0,2.76E-06,0,4.40E-07,0,0,0,0,0,0,0
Global warming,American Meteorological Society,0,56,0,0,0,0,0,0,0,56,0,0,0,56,0,0,0,3.47E-07,0,0,0,0,0,0,0,0,0
Global warming,American Quaternary Association,0,166,0,11.33333333,0,0,0,45.20833333,0,166,0,33.875,0,166,0,56.54166667,0,1.03E-06,0,7.02E-08,0,0,0,0.000201501,0,0,0
Global warming,Asian brown cloud,0,888,0,20.16,0,0,0,45.44,0,888,0,25.28,0,888,0,65.6,0,5.50E-06,0,1.25E-07,0,0,0,6.50E-05,0,0,0
Global warming,Attribution of recent climate change,0,24635,0,884.6483516,0,3303,0,705.2190476,0,21332,0,179.429304,0,27938,0,1589.867399,0,0.000152676,0,5.48E-06,0,0.072844761,0,0.048344949,0,1,1
Global warming,Australia,0,0,0,16.875,0,0,0,0,0,0,0,16.875,0,0,0,16.875,0,0,0,1.05E-07,0,0,0,0,0,0,0
Global warming,Biosphere,0,0,0,236.9,0,0,0,53.47916667,0,0,0,183.4208333,0,0,0,290.3791667,0,0,0,1.47E-06,0,0,0,0.000497268,0,0,0
Global warming,Canada,0,0,0,20.04347826,0,0,0,13.6,0,0,0,6.443478261,0,0,0,33.64347826,0,0,0,1.24E-07,0,0,0,5.71E-06,0,0,0
Global warming,Canadian Foundation for Climate and Atmospheric Sciences,0,194,0,511.2758621,0,0,0,145.1911765,0,194,0,366.0846856,0,194,0,656.4670385,0,1.20E-06,0,3.17E-06,0,0,0,0.00085945,0,1,1
Global warming,Cancún,0,165,0,0,0,0,0,0,0,165,0,0,0,165,0,0,0,1.02E-06,0,0,0,0,0,0,0,0,0
Global warming,Carbon sequestration,0,0,0,415.4855072,0,0,0,1705.391892,0,0,0,1289.906385,0,0,0,2120.877399,0,0,0,2.57E-06,0,0,0,0.05356876,0,0,0
Global warming,Carbon sink,0,202,0,36.36,0,0,0,110.2972973,0,202,0,73.9372973,0,202,0,146.6572973,0,1.25E-06,0,2.25E-07,0,0,0,0.00221381,0,0,0
Global warming,Caribbean,0,0,0,1083.075,0,0,0,3794.9375,0,0,0,2711.8625,0,0,0,4878.0125,0,0,0,6.71E-06,0,0,0,0.009145533,0,0,0
Global warming,Climate commitment,0,448,0,1370.633333,0,0,0,274.4915254,0,448,0,1096.141808,0,448,0,1645.124859,0,2.78E-06,0,8.49E-06,0,0,0,0.008973259,0,1,0
Global warming,Climate model,0,6764,0,253.8429752,0,10,0,156.1846154,0,6754,0,97.65835982,0,6774,0,410.0275906,0,4.19E-05,0,1.57E-06,0,0.000747161,0,0.001747947,0,1,0
Global warming,Climatic Research Unit,0,0,0,757.8507463,0,0,0,3234.078947,0,0,0,2476.228201,0,0,0,3991.929694,0,0,0,4.70E-06,0,0,0,0.200791763,0,0,0
Global warming,Cloud condensation nuclei,0,384,0,234.7857143,0,0,0,29.27906977,0,384,0,205.5066445,0,384,0,264.0647841,0,2.38E-06,0,1.46E-06,0,0,0,0.00118421,0,1,0
Global warming,Cloud forcing,0,291,0,59.31111111,0,0,0,12.5,0,291,0,46.81111111,0,291,0,71.81111111,0,1.80E-06,0,3.68E-07,0,0,0,1.52E-05,0,0,0
Global warming,Coal,0,0,0,809.630303,0,0,0,985.6319444,0,0,0,176.0016414,0,0,0,1795.262247,0,0,0,5.02E-06,0,0,0,0.01415958,0,0,0
Global warming,Cosmic ray,0,0,0,300.0789474,0,0,0,39.78571429,0,0,0,260.2932331,0,0,0,339.8646617,0,0,0,1.86E-06,0,0,0,0.000117276,0,0,0
Global warming,Crop yield,0,500,0,50.22857143,0,0,0,100.7586207,0,500,0,50.53004926,0,500,0,150.9871921,0,3.10E-06,0,3.11E-07,0,0,0,0.001473853,0,0,0
Global warming,Cryosphere,0,146,0,234.9378531,0,0,0,31.47126437,0,146,0,203.4665887,0,146,0,266.4091175,0,9.05E-07,0,1.46E-06,0,0,0,0.000358218,0,1,0
Global warming,Developed country,0,216,0,17.77777778,0,0,0,0,0,216,0,17.77777778,0,216,0,17.77777778,0,1.34E-06,0,1.10E-07,0,0,0,0,0,0,0
