A,B,result,weight1,weight2,weight3,weight4,backwardweight1,backwardweight2,backwardweight3,backwardweight4,Diff1,Diff2,Diff3,Diff4,SUM1,SUM2,SUM3,SUM4,Normalized_weight1,Normalized_weight2,Normalized_weight3,Normalized_weight4,Normalized_backward_weight1,Normalized_backward_weight2,Normalized_backward_weight3,Normalized_backward_weight4,Weight_greater_than_mean,Backward_weight_greater_than_mean
Anomaly detection,Support vector machine,0,3233,235.5882353,71.77586207,71.77586207,692,47.38461538,211.2962963,211.2962963,2541,188.2036199,139.5204342,139.5204342,3925,282.9728507,283.0721584,283.0721584,0.003222296,0.00475147,7.15E-05,0.045640924,0.000403467,2.76E-05,0.006160723,0.006160723,1,1
Apriori algorithm,Association rule learning,1,8993,0,0,0,11592,0,0,0,2599,0,0,0,20585,0,0,0,0.252505967,0,0,0,0.051219286,0,0,0,0,0
Arithmetic mean,Anomaly detection,0,0,67.63636364,18.19230769,18.19230769,0,0,12.66666667,12.66666667,0,67.63636364,5.525641026,5.525641026,0,67.63636364,30.85897436,30.85897436,0,0,6.13E-06,0.0038242,0,0,0.000111696,0.000111696,0,0
Arithmetic mean,Biclustering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arithmetic mean,Central tendency,0,3268,100.888,127.2807018,127.2807018,17219,535.5,359.2962963,359.2962963,13951,434.612,232.0155945,232.0155945,20487,636.388,486.5769981,486.5769981,0.001100915,0.000617187,4.29E-05,0.117313196,0.045535443,0.001416123,0.01112506,0.01112506,1,1
Arithmetic mean,Cluster analysis,0,143,12.66666667,179.8913043,0,0,0,411.6363636,0,143,12.66666667,231.7450593,0,143,12.66666667,591.527668,0,4.82E-05,1.27E-05,6.06E-05,0,0,0,0.003989132,0,1,0
Arithmetic mean,Clustering high-dimensional data,0,0,0,12.4,0,0,0,0,0,0,0,12.4,0,0,0,12.4,0,0,0,4.18E-06,0,0,0,0,0,0,0
Arithmetic mean,Correlation and dependence,0,189,184.6551724,26.30612245,0,61,12.25,82.80851064,0,128,172.4051724,56.50238819,0,250,196.9051724,109.1146331,0,6.37E-05,1.87E-05,8.86E-06,0,1.42E-05,2.85E-06,0.002422726,0,1,0
Arithmetic mean,Data mining,0,0,92.42307692,23.77777778,23.77777778,0,0,21.16666667,21.16666667,0,92.42307692,2.611111111,2.611111111,0,92.42307692,44.94444444,44.94444444,0,0,8.01E-06,0.010381126,0,0,1.75E-05,1.75E-05,0,0
Arithmetic mean,DBSCAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arithmetic mean,Fuzzy clustering,0,0,0,12.4,0,0,0,0,0,0,0,12.4,0,0,0,12.4,0,0,0,4.18E-06,0,0,0,0,0,0,0
Arithmetic mean,Hierarchical clustering,0,0,0,32.84615385,0,0,0,10.5,0,0,0,22.34615385,0,0,0,43.34615385,0,0,0,1.11E-05,0,0,0,1.50E-05,0,0,0
Arithmetic mean,K-means clustering,0,0,14,165.8627451,0,0,0,394.3921569,0,0,14,228.5294118,0,0,14,560.254902,0,0,0,5.59E-05,0,0,0,0.00555381,0,0,0
Arithmetic mean,K-medoids,0,0,12.75,0,0,0,0,0,0,0,12.75,0,0,0,12.75,0,0,0,0,0,0,0,0,0,0,0,0
Arithmetic mean,Least squares,0,0,50.66666667,16.76470588,0,0,13.16666667,21.75,0,0,37.5,4.985294118,0,0,63.83333333,38.51470588,0,0,0,5.65E-06,0,0,2.55E-05,0.000171792,0,0,0
Arithmetic mean,Level of measurement,0,0,114.8518519,0,0,0,13.28571429,0,0,0,101.5661376,0,0,0,128.1375661,0,0,0,0,0,0,0,4.76E-05,0,0,0,0
Arithmetic mean,Linear regression,0,143,29.38461538,110.7819549,0,0,0,335.4252874,0,143,29.38461538,224.6433325,0,143,29.38461538,446.2072422,0,4.82E-05,1.34E-05,3.73E-05,0,0,0,0.010367624,0,1,0
Arithmetic mean,Mixture model,0,0,35.25,30.46808511,0,0,0,10.5,0,0,35.25,19.96808511,0,0,35.25,40.96808511,0,0,0,1.03E-05,0,0,0,1.55E-05,0,0,0
Arithmetic mean,Naive Bayes classifier,0,0,0,37.71428571,0,0,0,10.5,0,0,0,27.21428571,0,0,0,48.21428571,0,0,0,1.27E-05,0,0,0,1.10E-05,0,0,0
Arithmetic mean,Poisson regression,0,156,14,81.952,0,0,0,288.7466667,0,156,14,206.7946667,0,156,14,370.6986667,0,5.26E-05,1.87E-05,2.76E-05,0,0,0,0.006944625,0,1,0
Arithmetic mean,Principal component analysis,0,133,13.33333333,18.75,0,0,0,0,0,133,13.33333333,18.75,0,133,13.33333333,18.75,0,4.48E-05,1.87E-05,6.32E-06,0,0,0,0,0,0,0
Arithmetic mean,Regression analysis,0,161,137.3255814,12.95833333,0,0,0,13.16666667,0,161,137.3255814,0.208333333,0,161,137.3255814,26.125,0,5.42E-05,1.99E-05,4.37E-06,0,0,0,2.43E-05,0,1,0
Arithmetic mean,Single-linkage clustering,0,0,0,37.71428571,0,0,0,10.5,0,0,0,27.21428571,0,0,0,48.21428571,0,0,0,1.27E-05,0,0,0,3.36E-05,0,0,0
Arithmetic mean,Spectral clustering,0,0,0,12.83333333,0,0,0,0,0,0,0,12.83333333,0,0,0,12.83333333,0,0,0,4.32E-06,0,0,0,0,0,0,0
Arithmetic mean,Stepwise regression,0,0,0,26.17948718,0,0,0,10.5,0,0,0,15.67948718,0,0,0,36.67948718,0,0,0,8.82E-06,0,0,0,2.22E-05,0,0,0
Artificial neural network,Backpropagation,0,24750,25.26315789,3490.028777,0,15247,476.46875,715.6863905,0,9503,451.2055921,2774.342386,0,39997,501.7319079,4205.715168,0,0.00107485,0.111369896,0.000151566,0,0.012430366,0.000388449,0.020498474,0,1,1
Artificial neural network,Confidence interval,0,23,0,30.17647059,0,0,0,16,0,23,0,14.17647059,0,23,0,46.17647059,0,9.99E-07,0,1.31E-06,0,0,0,3.86E-05,0,0,0
Artificial neural network,Data mining,0,3875,0,7813.033333,0,2290,0,533.1278195,0,1585,0,7279.905514,0,6165,0,8346.161153,0,0.000168285,0,0.000339307,0,0.000290132,0,0.009784891,0,1,1
Artificial neural network,Data processing,0,228,0,0,0,0,0,0,0,228,0,0,0,228,0,0,0,9.90E-06,0,0,0,0,0,0,0,0,0
Artificial neural network,Expert system,0,625,0,116.9666667,0,339,0,1007.612903,0,286,0,890.6462366,0,964,0,1124.57957,0,2.71E-05,0,5.08E-06,0,0.00173219,0,0.018828573,0,0,1
Artificial neural network,Feedforward neural network,0,3816,21,195.1923077,0,7841,270.9285714,860.8070175,0,4025,249.9285714,665.6147099,0,11657,291.9285714,1055.999325,0,0.000165722,0.014225798,8.48E-06,0,0.011441955,0.000395352,0.027625635,0,0,1
Artificial neural network,Genetic algorithm,0,1429,0,33.58333333,0,110,0,36.42857143,0,1319,0,2.845238095,0,1539,0,70.01190476,0,6.21E-05,0,1.46E-06,0,9.39E-05,0,0.000236121,0,0,0
Artificial neural network,Joint probability distribution,1,0,0,17.94117647,0,0,0,0,0,0,0,17.94117647,0,0,0,17.94117647,0,0,0,7.79E-07,0,0,0,0,0,0,0
Artificial neural network,Machine learning,1,930337,0,146.6015625,0,37449,0,333.625,0,892888,0,187.0234375,0,967786,0,480.2265625,0,0.040402945,0,6.37E-06,0,0.000953938,0,0.011598642,0,0,1
Artificial neural network,Posterior probability,0,984,0,14,0,0,0,0,0,984,0,14,0,984,0,14,0,4.27E-05,0,6.08E-07,0,0,0,0,0,0,0
Artificial neural network,Prior probability,0,0,0,33.01408451,0,0,0,0,0,0,0,33.01408451,0,0,0,33.01408451,0,0,0,1.43E-06,0,0,0,0,0,0,0
Artificial neural network,Probability density function,1,0,0,14,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,6.08E-07,0,0,0,0,0,0,0
Artificial neural network,Regression analysis,0,2516,0,27363.47059,0,664,0,608.25,0,1852,0,26755.22059,0,3180,0,27971.72059,0,0.000109266,0,0.001188349,0,0.000141667,0,0.011238439,0,1,1
Artificial neural network,Statistical classification,1,2225,0,5156.26087,0,5343,0,398.0180723,0,3118,0,4758.242797,0,7568,0,5554.278942,0,9.66E-05,0,0.000223928,0,0.001945342,0,0.010442437,0,1,1
Artificial neural network,Support vector machine,0,2411,0,5716.777108,0,1322,0,466.5147059,0,1089,0,5250.262403,0,3733,0,6183.291814,0,0.000104706,0,0.00024827,0,0.000770786,0,0.017128536,0,1,1
Association rule learning,Apriori algorithm,0,11592,0,0,0,8993,0,0,0,2599,0,0,0,20585,0,0,0,0.064024037,0,0,0,0.252505967,0,0,0,0,0
Association rule learning,Conditional probability,1,88,0,0,0,0,0,0,0,88,0,0,0,88,0,0,0,0.000486035,0,0,0,0,0,0,0,0,0
Association rule learning,Data analysis,0,0,270,18.09090909,0,0,0,243.6129032,0,0,270,225.5219941,0,0,270,261.7038123,0,0,0,9.99E-05,0,0,0,0.003182461,0,0,0
Association rule learning,Data mining,0,331,884.3877551,85.93939394,0,7820,0,123.2375,0,7489,884.3877551,37.29810606,0,8151,884.3877551,209.1768939,0,0.001828154,0,0.000474654,0,0.000990755,0,0.001360523,0,1,1
Backpropagation,Artificial neural network,1,15247,715.6863905,32.8125,32.8125,24750,0,25.26315789,25.26315789,9503,715.6863905,7.549342105,7.549342105,39997,715.6863905,58.07565789,58.07565789,0.007458222,0,1.61E-05,1575,0.001563418,0,0.001097105,0.003291316,1,0
Backpropagation,Ensemble learning,0,1225,28.13846154,39.84210526,0,0,0,118.7857143,0,1225,28.13846154,78.94360902,0,1225,28.13846154,158.6278195,0,0.000599221,0,1.95E-05,0,0,0,0.001286193,0,0,0
Backpropagation,Feedforward neural network,0,6335,107.1097561,379.9756098,379.9756098,15967,0,374.8450704,374.8450704,9632,107.1097561,5.130539334,5.130539334,22302,107.1097561,754.8206802,754.8206802,0.003098828,0,0.000185869,31158,0.023299795,0,0.014984483,0.029968966,1,1
Backpropagation,Gradient descent,0,18766,257.8343195,202.9152542,202.9152542,5552,0,0,0,13214,257.8343195,202.9152542,202.9152542,24318,257.8343195,202.9152542,202.9152542,0.009179576,0,9.93E-05,11972,0.005411491,0,0,0,1,0
Backpropagation,Joint probability distribution,1,0,28.15,0,0,0,0,0,0,0,28.15,0,0,0,28.15,0,0,0,0,0,0,0,0,0,0,0,0
Backpropagation,Linear separability,0,0,27.63157895,39.84210526,39.84210526,0,0,118.7857143,118.7857143,0,27.63157895,78.94360902,78.94360902,0,27.63157895,158.6278195,158.6278195,0,0,1.95E-05,757,0,0,0.001167503,0.001167503,0,0
Backpropagation,Machine learning,1,1191,6375.45283,22.04347826,22.04347826,3741,0,38.75757576,38.75757576,2550,6375.45283,16.7140975,16.7140975,4932,6375.45283,60.80105402,60.80105402,0.00058259,0,1.08E-05,1014,9.53E-05,0,0.000427549,0.000855098,1,0
Backpropagation,Nonlinear system,0,144,24.92857143,0,0,0,0,0,0,144,24.92857143,0,0,144,24.92857143,0,0,7.04E-05,0,0,0,0,0,0,0,0,0
Backpropagation,Probability density function,1,0,40.89473684,0,0,0,0,0,0,0,40.89473684,0,0,0,40.89473684,0,0,0,0,0,0,0,0,0,0,0,0
Backpropagation,Statistical classification,1,283,221.8715596,68.6119403,68.6119403,0,0,92.14814815,92.14814815,283,221.8715596,23.53620785,23.53620785,283,221.8715596,160.7600884,160.7600884,0.000138432,0,3.36E-05,9194,0,0,0.00078645,0.001572901,1,0
Bayes' theorem,Bayesian network,0,500,58.5375,0,0,2080,63.875,0,0,1580,5.3375,0,0,2580,122.4125,0,0,0.000336252,0.000911277,0,0,0.001237826,3.80E-05,0,0,0,1
Bayes' theorem,Conditional probability,1,16468,69.11842105,70.11904762,0,21126,664.2903226,60.23529412,0,4658,595.1719015,9.883753501,0,37594,733.4087436,130.3543417,0,0.011074788,0.039954509,4.72E-05,0,0.008972914,0.000282146,0.006961109,0,1,1
Bayes' theorem,Conditional probability distribution,1,931,0,226.5508475,0,2764,0,303.4305556,0,1833,0,76.8797081,0,3695,0,529.981403,0,0.000626101,0,0.000152356,0,0.00595283,0,0.013207715,0,1,1
Bayes' theorem,Data mining,0,0,92.42307692,75.71794872,0,0,83.52,11,0,0,8.903076923,64.71794872,0,0,175.9430769,86.71794872,0,0,0,5.09E-05,0,0,1.06E-05,1.52E-06,0,0,0
Bayes' theorem,Naive Bayes classifier,0,499,50.61904762,42.46666667,0,36971,1164.16129,63.875,0,36472,1113.542243,21.40833333,0,37470,1214.780338,106.3416667,0,0.000335579,0.000896619,2.86E-05,0,0.013490156,0.000424785,0.000805989,0,0,1
Bayes' theorem,Posterior probability,0,1082,123.3655914,343.2835821,0,1653,53.5,639.3043478,0,571,69.8655914,296.0207657,0,2735,176.8655914,982.5879299,0,0.000727649,0.002413786,0.000230859,0,0.003499338,0.000113257,0.05476894,0,1,1
Bayes' theorem,Prior probability,0,1040,100.6090909,71.31481481,0,3943,123.2592593,84.87323944,0,2903,22.65016835,13.55842462,0,4983,223.8683502,156.1880543,0,0.000699404,0.002088853,4.80E-05,0,0.007908412,0.000247219,0.003764365,0,1,1
Bayes' theorem,Probability density function,1,182,113.8985507,53.02380952,0,12,12,36.3,0,170,101.8985507,16.72380952,0,194,125.8985507,89.32380952,0,0.000122396,0.000241867,3.57E-05,0,2.36E-06,2.36E-06,0.000838845,0,1,0
Bayes' theorem,Sampling (statistics),0,0,62.72,66.97560976,0,0,10,43.39130435,0,0,52.72,23.58430541,0,0,72.72,110.3669141,0,0,0,4.50E-05,0,0,5.81E-05,0.00087741,0,0,0
Bayesian network,Bayes' theorem,1,2080,13.16666667,101.2359551,0,500,31.08333333,58.5375,0,1580,17.91666667,42.69845506,0,2580,44.25,159.7734551,0,0.001155305,0.006447787,5.62E-05,0,0.000378283,2.35E-05,0.002860263,0,1,0
Bayesian network,Conditional independence,1,4367,15.77777778,51.03571429,0,0,0,15,0,4367,15.77777778,36.03571429,0,4367,15.77777778,66.03571429,0,0.002425584,0.014813506,2.83E-05,0,0,0,1.71E-05,0,1,0
Bayesian network,Conditional probability,1,1675,0,93.2745098,0,0,0,31.08333333,0,1675,0,62.19117647,0,1675,0,124.3578431,0,0.000930353,0,5.18E-05,0,0,0,0.00063391,0,1,0
Bayesian network,Conditional probability distribution,1,0,0,73.44615385,0,0,0,15,0,0,0,58.44615385,0,0,0,88.44615385,0,0,0,4.08E-05,0,0,0,9.07E-06,0,0,0
Bayesian network,Expectation–maximization algorithm,1,1252,0,50.64814815,0,0,0,0,0,1252,0,50.64814815,0,1252,0,50.64814815,0,0.000695404,0,2.81E-05,0,0,0,0,0,1,0
Bayesian network,Expert system,0,0,13.2,0,0,0,101.7142857,0,0,0,88.51428571,0,0,0,114.9142857,0,0,0,0,0,0,0,0.00051973,0,0,0,0
Bayesian network,Joint probability distribution,1,4126,14.33333333,46.09375,0,2793,87.92,15,0,1333,73.58666667,31.09375,0,6919,102.2533333,61.09375,0,0.002291724,0.014805094,2.56E-05,0,0.001822795,5.74E-05,1.06E-05,0,0,1
Bayesian network,Likelihood function,1,309,0,68.51388889,0,0,0,85.11538462,0,309,0,16.60149573,0,309,0,153.6292735,0,0.000171629,0,3.81E-05,0,0,0,0.001138156,0,1,0
Bayesian network,Machine learning,1,1052,20.125,0,0,10920,345.516129,0,0,9868,325.391129,0,0,11972,365.641129,0,0,0.000584318,0.002389004,0,0,0.000278165,8.80E-06,0,0,0,1
Bayesian network,Naive Bayes classifier,0,1879,63.25,53.6,0,6938,225.0344828,31.08333333,0,5059,161.7844828,22.51666667,0,8817,288.2844828,84.68333333,0,0.001043662,0.006266929,2.98E-05,0,0.002531571,8.21E-05,0.000196108,0,1,1
Bayesian network,Posterior probability,1,748,0,94.28301887,0,0,0,110.2068966,0,748,0,15.92387768,0,748,0,204.4899154,0,0.000415465,0,5.24E-05,0,0,0,0.003968116,0,1,0
Bayesian network,Prior probability,1,800,0,45.98876404,0,1432,0,29.46153846,0,632,0,16.52722558,0,2232,0,75.45030251,0,0.000444348,0,2.55E-05,0,0.00287214,0,0.000239255,0,0,0
Bayesian network,Probability density function,1,46,0,35.5,0,0,0,15,0,46,0,20.5,0,46,0,50.5,0,2.56E-05,0,1.97E-05,0,0,0,1.16E-05,0,0,0
Bayesian network,Standard deviation,0,0,0,18.25,0,0,0,13.5,0,0,0,4.75,0,0,0,31.75,0,0,0,1.01E-05,0,0,0,7.70E-06,0,0,0
Biclustering,Arithmetic mean,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biclustering,Cluster analysis,1,126,365.1034483,0,0,1789,0,0,0,1663,365.1034483,0,0,1915,365.1034483,0,0,0.016565869,0,0,0,0.00036369,0,0,0,1,0
Biclustering,Correlation and dependence,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biclustering,Data analysis,1,0,178.2,0,0,0,0,0,0,0,178.2,0,0,0,178.2,0,0,0,0,0,0,0,0,0,0,0,0
Biclustering,Data mining,0,0,0,14.71428571,0,0,0,56.2,0,0,0,41.48571429,0,0,0,70.91428571,0,0,0,0.001934563,0,0,0,0.000186849,0,0,0
Biclustering,Hierarchical clustering,0,0,0,14.71428571,14.71428571,0,0,56.2,56.41666667,0,0,41.48571429,41.70238095,0,0,70.91428571,71.13095238,0,0,0.001934563,103,0,0,0.000965484,0.000965484,1,0
Biclustering,Model selection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biclustering,Standard deviation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boosting (machine learning),AdaBoost,0,27900,22.5625,46.51724138,46.51724138,5549,0,18.42857143,18.42857143,22351,22.5625,28.08866995,28.08866995,33449,22.5625,64.94581281,64.94581281,0.031168413,0,5.20E-05,4047,0.019984658,0,0.000104228,0.000104228,1,0
Boosting (machine learning),Bootstrap aggregating,0,2728,22.375,25.83333333,0,12396,0,65.46153846,0,9668,22.375,39.62820513,0,15124,22.375,91.29487179,0,0.003047578,0,2.89E-05,0,0.058434763,0,0.000959668,0,0,0
Boosting (machine learning),Cross-validation (statistics),0,417,43.04,0,0,3711,0,0,0,3294,43.04,0,0,4128,43.04,0,0,0.00046585,0,0,0,0.020368734,0,0,0,0,0
Boosting (machine learning),Data mining,0,0,602.0394737,24.2173913,0,0,0,19.66666667,0,0,602.0394737,4.550724638,0,0,602.0394737,43.88405797,0,0,0,2.71E-05,0,0,0,3.26E-05,0,0,0
Boosting (machine learning),Decision tree,0,0,160.2142857,0,0,0,0,0,0,0,160.2142857,0,0,0,160.2142857,0,0,0,0,0,0,0,0,0,0,0,0
Boosting (machine learning),Ensemble learning,1,3941,25.53846154,25.33333333,0,6472,0,19.66666667,0,2531,25.53846154,5.666666667,0,10413,25.53846154,45,0,0.004402678,0,2.83E-05,0,0.021275826,0,9.13E-05,0,0,0
Boosting (machine learning),Gradient descent,0,703,11,0,0,0,0,0,0,703,11,0,0,703,11,0,0,0.000785355,0,0,0,0,0,0,0,0,0
Boosting (machine learning),Joint probability distribution,1,0,26.26086957,0,0,0,0,0,0,0,26.26086957,0,0,0,26.26086957,0,0,0,0,0,0,0,0,0,0,0,0
Boosting (machine learning),Machine learning,1,794,225.5,0,0,399,0,0,0,395,225.5,0,0,1193,225.5,0,0,0.000887015,0,0,0,1.02E-05,0,0,0,1,0
Boosting (machine learning),Probability density function,1,0,130.5217391,0,0,0,0,0,0,0,130.5217391,0,0,0,130.5217391,0,0,0,0,0,0,0,0,0,0,0,0
Boosting (machine learning),Support vector machine,0,418,601.7241379,67.98412698,67.98412698,11,0,34.09090909,34.09090909,407,601.7241379,33.89321789,33.89321789,429,601.7241379,102.0750361,102.0750361,0.000466968,0,7.59E-05,4283,6.41E-06,0,0.000404955,0.000404955,1,0
Bootstrap aggregating,Random forest,0,7366,174.9310345,115.1359223,115.1359223,30360,0,134.1923077,134.1923077,22994,174.9310345,19.05638536,19.05638536,37726,174.9310345,249.32823,249.32823,0.104169024,0,0.001628237,23718,0.009383188,0,0.011653527,0.023307054,1,1
Bootstrapping (statistics),Random forest,0,45,0,0,0,802,0,0,0,757,0,0,0,847,0,0,0,0.000379347,0,0,0,0.000247869,0,0,0,0,0
Central tendency,Arithmetic mean,1,17219,359.2962963,114.1216216,0,3268,103.6206897,100.888,0,13951,255.6756066,13.23362162,0,20487,462.916986,215.0096216,0,0.020238004,0.024564352,0.000134131,0,0.001056878,3.35E-05,0.00259013,0,1,1
Central tendency,Descriptive statistics,0,33,216.3333333,110.0153846,0,3740,118.4642857,124.6391753,0,3707,97.86904762,14.62379064,0,3773,334.797619,234.6545599,0,3.88E-05,1.68E-05,0.000129304,0,0.016234682,0.000514233,0.003777663,0,1,1
Central tendency,Interquartile range,0,679,22.72222222,112.7142857,112.7142857,745,23.5,127.8271605,127.8271605,66,0.777777778,15.11287478,15.11287478,1424,46.22222222,240.5414462,240.5414462,0.000798049,0.00055352,0.000132476,0.075113448,0.002306102,7.27E-05,0.0091875,0.0091875,1,1
Central tendency,Level of measurement,0,5142,76.53333333,0,0,1017,34.09090909,0,0,4125,42.44242424,0,0,6159,110.6242424,0,0,0.006043546,0.007088723,0,0,0.003642876,0.000122113,0,0,1,0
Central tendency,Median,1,10020,172.0860927,107.2708333,0,1491,45.33333333,125.7912088,0,8529,126.7527594,18.52037546,0,11511,217.419426,233.0620421,0,0.011776805,0.014276835,0.000126079,0,0.00177321,5.39E-05,0.00723032,0,1,1
Central tendency,Mode (statistics),1,9570,156.3472222,178.364486,0,1250,40.5,131.7346939,0,8320,115.8472222,46.6297921,0,10820,196.8472222,310.0991799,0,0.011247906,0.013662153,0.000209637,0,0.003593234,0.000116421,0.002579197,0,1,1
Central tendency,Quartile,0,331,49.04166667,311.2333333,0,0,0,34.23529412,0,331,49.04166667,276.9980392,0,331,49.04166667,345.4686275,0,0.000389034,0.000250766,0.000365802,0,0,0,0.003871869,0,1,0
Central tendency,Standard deviation,0,1404,409.7528736,86.74820144,0,12,12,105.5254237,0,1392,397.7528736,18.77722229,0,1416,421.7528736,192.2736252,0,0.001650163,0.00148013,0.000101958,0,5.69E-07,5.69E-07,0.003549864,0,1,0
Central tendency,Statistical dispersion,0,6199,38.77358491,39.24285714,0,5018,154.0689655,69.86046512,0,1181,115.2953806,30.61760797,0,11217,192.8425504,109.1033223,0,0.00728587,0.00859026,4.61E-05,0,0.007679911,0.000235798,0.00169075,0,0,0
Cluster analysis,Anomaly detection,0,2511,173.6849315,132.8363636,132.8363636,7441,233.0714286,309.8571429,309.8571429,4930,59.38649706,177.0207792,177.0207792,9952,406.7563601,442.6935065,442.6935065,0.00042539,0.00312576,2.25E-05,0.059409966,0.009064441,0.000283922,0.012750929,0.025501858,1,1
Cluster analysis,Arithmetic mean,1,0,411.6363636,35.72727273,35.72727273,0,12.4,12.66666667,12.66666667,0,399.2363636,23.06060606,23.06060606,0,424.0363636,48.39393939,48.39393939,0,0,6.05E-06,0.003195746,0,4.01E-06,7.80E-06,7.80E-06,0,0
