A,B,weight,backwardweight,SUM,Diff,Normalized_weight,Normalized_backward_weight,Weight_greater_than_mean,Backward_weight_greater_than_mean
Physics,Electromagnetic_radiation,384,8589,8973,8205,4.07199002659359E-06,0.000623326248552085,1,1
Coulomb's_law,Coulomb,929,6450,7379,5521,0.000901702752571406,0.00160387795309366,1,1
Electric_field,Coulomb's_law,19088,4237,23325,14851,0.00328133135962948,0.00352500239187677,1,1
Electroscope,Coulomb's_law,1387,0,1387,1387,0.0203692009457654,0,1,0
Energy,Mass,3219,1333,4552,1886,0.000104228402864698,0.000147499398328598,1,1
Ray_(optics),Diffraction,148,0,148,148,0.000752028699041163,0,1,0
Frequency,Metre,64,0,64,64,2.25153834598475E-05,0,0,0
Motion_(physics),Projectile_motion,1985,544,2529,1441,0.000340052962606509,0.000688734008140735,1,1
Electromotive_force,Electric_potential,1225,0,1225,1225,0.00101298606792712,0,1,0
Gravity,Gravitational_constant,23592,5633,29225,17959,0.00223365411971996,0.00653487101373448,1,1
Electromagnetic_spectrum,Electromagnetic_radiation,45940,26246,72186,19694,0.00331976522019134,0.00190474103149354,1,1
Mass,Kilogram,8668,6841,15509,1827,0.00114477206449763,0.00116865656598442,1,1
Acceleration,Free_fall,625,1363,1988,738,0.000102812945745526,0.000660905522997864,1,1
Distance,Length,3919,7446,11365,3527,0.00183468800940798,0.00244597486683628,1,1
Force,Lever,48,0,48,48,2.79111845175264E-06,0,0,0
Displacement_(vector),Acceleration,597,475,1072,122,0.000783781370947837,0.000195344548715024,1,1
Scalar_(mathematics),Euclidean_vector,1063,248,1311,815,0.0094442716893963,6.1306121984845E-05,1,1
Electrostatics,Force,747,0,747,747,0.000435242905744565,0,1,0
Amplitude,Frequency,6117,1148,7265,4969,0.00457273656268058,0.000255075627257186,1,1
Specular_reflection,Ray_(optics),227,136,363,91,0.000427028054050088,0.000460703046398894,1,1
Equations_of_motion,Displacement_(vector),331,0,331,331,0.000505026616886198,0,1,0
Voltage,Ohm,1225,775,2000,450,0.000231329316449252,0.00150135897202436,1,1
Free_fall,Normal_force,657,0,657,657,0.00031857294835627,0,1,0
Plane_mirror,Reflection_(physics),1719,0,1719,1719,0.0140536474897193,0,1,0
Work_(physics),Resultant_force,628,138,766,490,0.0001801137240348,0.0198389879240943,1,1
Electroscope,Voltage,86,658,744,572,0.00126297857342164,0.000146184571573677,1,1
Electromotive_force,Electrical_resistance_and_conductance,340,429,769,89,0.000281155316812426,0.000227096473652309,1,1
Electron,Joule,142,84,226,58,6.25536965115786E-06,3.51797686176361E-05,1,0
Acceleration,Physics,2267,11,2278,2256,0.000372923116808173,1.10236451677025E-07,1,0
Motion_(physics),Distance,4838,0,4838,4838,0.000828804147652538,0,1,0
Photoelectric_effect,Electroscope,519,0,519,519,0.000163899170745988,0,1,0
Plasticity_(physics),Elasticity_(physics),2669,840,3509,1829,0.00772338196739338,0.00119876527177008,1,1
Refraction,Ray_(optics),134,43,177,91,6.39150445044271E-05,0.00014566346319965,1,1
Force,Motion_(physics),5647,2260,7907,3387,0.000328363456188482,0.000471855588805832,1,1
Refraction,Wave,1082,808,1890,274,0.000516090135476046,8.90923507270344E-05,1,1
Creep_(deformation),Temperature,32,0,32,32,0.000142239290937135,0,0,0
Hooke's_law,Elasticity_(physics),761,3178,3939,2417,0.000450818433912446,0.00453532861153012,1,1
Work_(physics),Kinetic_energy,1499,6002,7501,4503,0.000429921134280517,0.00238501785981801,1,1
Refraction,Reflection_(physics),2920,5605,8525,2685,0.00139277559666363,0.00284296102125449,1,1
Kinetic_energy,Velocity,9612,952,10564,8660,0.00594148270034578,0.000125878704761018,1,1
Energy,Field_(physics),733,10,743,723,2.37338985087988E-05,3.51536601639426E-06,1,0
Field_(physics),Magnetic_field,117,0,117,117,8.5001518403192E-05,0,1,0
Ohm,Kilogram,714,236,950,478,0.000592795295496831,4.031617447337E-05,1,1
Electromagnetic_radiation,Temperature,10,27,37,17,5.96132258141244E-07,4.39883701266181E-06,0,0
Motion_(physics),Speed,5746,0,5746,5746,0.000984354822739042,0,1,0
Elasticity_(physics),Force,45,476,521,431,4.28130657865569E-05,2.22966432544106E-05,0,1
Absorption_spectroscopy,Frequency,136,0,136,136,0.000459048486996439,0,1,0
Gravity,Acceleration,551,694,1245,143,5.21678289236054E-05,0.000285408666964687,1,1
Equations_of_motion,Velocity,844,4555,5399,3711,0.00128774158505121,0.000602287290111805,1,1
Electric_current,Magnetic_field,5802,4105,9907,1697,0.00124933893992665,0.00063944943481549,1,1
Force,Magnetism,2044,0,2044,2044,0.0001188551274038,0,1,0
Electric_potential_energy,Displacement_(vector),23,0,23,23,2.30211564427709E-05,0,0,0
Force,Gravity,4764,4518,9282,246,0.000277018506336449,0.00030194631063111,1,1
Electromagnetic_spectrum,Electric_current,10,0,10,10,7.22630653067336E-07,0,0,0
Electrical_conductor,Physics,1737,0,1737,1737,0.00227803577447315,0,1,0
Joule,Potential_energy,85,5019,5104,4934,1.66126722245502E-05,0.00135640473560648,0,1
Emission_spectrum,Electron,10,0,10,10,9.33729483628921E-06,0,0,0
Force,Normal_force,1517,0,1517,1517,8.8210972735599E-05,0,1,0
Electric_current,Series_and_parallel_circuits,448,2745,3193,2297,9.64673983259461E-05,0.0107548788753805,1,1
Ray_(optics),Wavelength,79,0,79,79,0.000401420724488189,0,1,0
Lever,Power_(physics),267,0,267,267,0.000302668241599539,0,1,0
Transverse_wave,Wave,3165,5138,8303,1973,0.0105466250799744,0.00056653031935087,1,1
Frame_of_reference,Inertial_frame_of_reference,11957,11431,23388,526,0.0318468623236464,0.00854372502225434,1,1
Refraction,Refracting_telescope,259,90,349,169,0.000123537287512288,0.000244873305272666,1,1
Intensity_(physics),Refractive_index,1049,0,1049,1049,0.00128797785021886,0,1,0
Refracting_telescope,Virtual_image,318,0,318,318,0.000988821343615417,0,1,0
Distance,Displacement_(vector),477,4803,5280,4326,0.000223308543120084,0.00659232062587928,1,1
Electromagnetic_radiation,Physics,8589,384,8973,8205,0.000512017996517515,3.84825431308886E-06,1,1
Joule,Kilogram,3042,415,3457,2627,0.000594538222436254,7.08949678239345E-05,1,1
Wave,Snell's_law,262,222,484,40,2.35827403144245E-05,0.000316596502036486,1,1
Inelastic_collision,Kinetic_energy,279,232,511,47,0.000974883642920039,9.21899605927655E-05,1,1
Wave,Transmission_medium,1436,1422,2858,14,0.000129255019433258,0.0103147373078681,1,1
Light,Dispersion_(optics),5500,649,6149,4851,0.000477593152807753,0.000466472554666774,1,1
Work_(physics),Power_(physics),2754,30659,33413,27905,0.000789861777057068,0.00827507617447971,1,1
Electrical_conductor,Insulator_(electricity),3956,4328,8284,372,0.00518820352551282,0.00993350883756372,1,1
Electric_potential_energy,Electrostatics,214,2577,2791,2363,0.000214196846902303,0.00135135064271747,1,1
Friction,Potential_energy,10,0,10,10,2.19237378394507E-06,0,0,0
Hardness,Force,64,0,64,64,4.67556338712423E-05,0,0,0
Geometrical_optics,Virtual_image,12,0,12,12,4.76566812681443E-05,0,0,0
Geometrical_optics,Refractive_index,890,674,1564,216,0.00353453719405403,0.000154011203515294,1,1
Snell's_law,Electromagnetic_radiation,170,495,665,325,0.000165879228212739,3.59234477859218E-05,1,1
Magnetic_field,Metre,896,0,896,896,5.446747255426E-05,0,1,0
Snell's_law,Reflection_(physics),779,2392,3171,1613,0.000760117169280728,0.00121326721906169,1,1
Hooke's_law,Physics,417,0,417,417,0.000247031914509185,0,1,0
Light,Transverse_wave,996,849,1845,147,8.64877782175494E-05,0.0014145497016783,1,1
Energy,Electron,44,51,95,7,1.42468149302476E-06,6.49031257218087E-06,0,0
Wave,Hertz,10,0,10,10,9.00104592153608E-07,0,0,0
Collision,Velocity,21,0,21,21,7.06992152387109E-05,0,0,0
Force,Power_(physics),500,7896,8396,7396,2.907415053909E-05,0.00213118501822277,1,1
Potential_energy,Gravitational_field,26,300,326,274,9.0760288464123E-06,0.000325739618949794,0,1
Speed,Position_(vector),921,0,921,921,0.000159589150640895,0,1,0
Ray_(optics),Specular_reflection,136,227,363,91,0.000691053399118907,0.000664265167631851,1,1
Torque,Velocity,275,109,384,166,0.000109170739066054,1.44125827930157E-05,1,1
Friction,Work_(physics),865,10,875,855,0.000189640332311249,2.99841893369626E-06,1,0
Diffraction,Refractive_index,2281,116,2397,2165,0.00109905623785485,2.6506379240021E-05,1,1
Refractive_index,Electromagnetic_radiation,1008,412,1420,596,0.000138198789910556,2.98999201773733E-05,1,1
Ohm,Metre,898,0,898,898,0.000745560469686491,0,1,0
Electric_potential_energy,Voltage,195,1170,1365,975,0.000195179369840884,0.000259933052798179,1,1
Magnetic_field,Electric_field,4339,15750,20089,11411,0.000263766030594793,0.00338438853553963,1,1
Frequency,Wavelength,10312,11275,21587,963,0.00362779115996793,0.00192350309236176,1,1
Torque,Power_(physics),2151,11923,14074,9772,0.000853913671749392,0.00321810017379306,1,1
Electromagnetic_radiation,Coulomb's_law,14,0,14,14,8.34585161397742E-07,0,0,0
Amplitude,Electric_field,23,0,23,23,1.71935492793286E-05,0,0,0
Electromagnetic_radiation,Electric_current,113,320,433,207,6.73629451699606E-06,4.71457241922096E-05,1,1
Position_(vector),Displacement_(vector),1344,4112,5456,2768,0.00280980504886845,0.00564389390248087,1,1
Kinetic_energy,Inelastic_collision,232,279,511,47,0.000143406573707888,0.00134046325256922,1,1
Velocity,Gravitational_acceleration,100,0,100,100,3.04693560545353E-05,0,1,0
Electromagnetic_radiation,Transverse_wave,17864,905,18769,16959,0.00106493066594352,0.00150785333335555,1,1
Gravitational_field,Mass,178,1223,1401,1045,0.000386543928111516,0.000135327655030665,1,1
Magnification,Virtual_image,479,51,530,428,0.00390252645815172,0.000501529172280188,1,0
Motion_(physics),Force,2260,5647,7907,3387,0.000387163574554514,0.000264515009364824,1,1
Mass,Gravity_of_Earth,525,405,930,120,6.93361021990374E-05,0.000265501867363134,1,1
Electric_field,Electric_potential,4556,9831,14387,5275,0.000783201261235956,0.00416704638175672,1,1
Hertz,Kilogram,10,77,87,67,6.48943163610901E-06,1.31540060781758E-05,0,0
Insulator_(electricity),Dielectric,3775,12830,16605,9055,0.0103971290152886,0.00579954896414993,1,1
Mass,Velocity,291,328,619,37,3.84320109331807E-05,4.33699739092584E-05,1,1
Doppler_effect,Relative_velocity,532,1016,1548,484,0.000505879902969952,0.0122128595641355,1,1
Physics,Energy,13332,9812,23144,3520,0.000141374403735796,0.000371781242886065,1,1
Acceleration,Energy,113,117,230,4,1.85885805907912E-05,4.43318440864957E-06,1,1
Joule,Torque,2536,1363,3899,1173,0.00049564396189952,0.000371999339516947,1,1
Scalar_multiplication,Scalar_(mathematics),758,4079,4837,3321,0.037304985481569,0.0362400604149083,1,1
Standing_wave,Amplitude,2845,0,2845,2845,0.00449389572582339,0,1,0
Electron,Dielectric,40,0,40,40,1.76207595807264E-06,0,0,0
Refracting_telescope,Refraction,90,259,349,169,0.000279855097249646,0.000158833633727188,1,1
Electric_current,Electrical_resistance_and_conductance,5923,5724,11647,199,0.00127539375063522,0.00303007043166858,1,1
Absorption_spectroscopy,Electromagnetic_spectrum,972,0,972,972,0.00328084653941573,0,1,0
Electrical_resistance_and_conductance,Ohm's_law,10990,24475,35465,13485,0.00537017826157703,0.0379698134165696,1,1
Motion_(physics),Power_(physics),333,0,333,333,5.70466682861296E-05,0,1,0
Telescope,Electromagnetic_radiation,723,0,723,723,0.000449384287586054,0,1,0
Voltage,Coulomb,10515,447,10962,10068,0.00198565531629705,0.000111152472098119,1,1
Friction,Normal_force,3279,1907,5186,1372,0.000718879363755589,0.00971111099794778,1,1
Euclidean_vector,Inertial_frame_of_reference,10,65,75,55,2.37314022933078E-06,4.8582112365194E-05,0,0
Voltage,Electrical_resistance_and_conductance,665,5277,5942,4612,0.000125578771786737,0.00279344543464624,1,1
Coulomb's_law,Electric_field,4237,19088,23325,14851,0.0041125022202853,0.00410166402326225,1,1
Electromagnetic_radiation,Dispersion_(optics),21,1213,1234,1192,1.25187774209661E-06,0.000871850861033585,0,1
Equations_of_motion,Force,23,0,23,23,3.50924839528174E-05,0,0,0
Specular_reflection,Mirror_image,600,2177,2777,1577,0.00112870851290772,0.00989639920174198,1,1
Electromagnetic_spectrum,Reflection_(physics),587,0,587,587,4.24184193350526E-05,0,1,0
Coulomb's_law,Electric_potential_energy,472,6250,6722,5778,0.000458131000230036,0.00834099592825943,1,1
Plasticity_(physics),Hooke's_law,417,10,427,407,0.00120668800314839,1.29251401731452E-05,1,0
Snell's_law,Total_internal_reflection,2262,4787,7049,2525,0.00220716949539539,0.00796378615063151,1,1
Physics,Diffraction,212,0,212,212,2.24807782718188E-06,0,1,0
Electromotive_force,Joule,22,0,22,22,1.81924028525688E-05,0,0,0
Deformation_(engineering),Strength_of_materials,554,3893,4447,3339,0.00131717221670098,0.00432474346483827,1,1
Virtual_image,Plane_mirror,1011,1791,2802,780,0.00994207829755431,0.0109817338998951,1,1
Total_internal_reflection,Refraction,1372,4526,5898,3154,0.00358677806941409,0.00277560241795078,1,1
Magnetic_field,Coulomb,1040,0,1040,1040,6.32211735004804E-05,0,1,0
Equations_of_motion,Torque,12,0,12,12,1.83091220623395E-05,0,0,0
Electromagnetic_spectrum,Metre,527,0,527,527,3.80826354166486E-05,0,1,0
Motion_(physics),Acceleration,6787,0,6787,6787,0.00116268990287676,0,1,0
Angle_of_incidence,Reflection_(physics),21,0,21,21,0.00014005135216246,0,0,0
Intensity_(physics),Sound_intensity,1606,706,2312,900,0.00197187076020161,0.00355186170881777,1,1
Doppler_effect,Wave,1036,492,1528,544,0.000985134547888855,5.42493026704219E-05,1,1
Electric_field,Electric_potential_energy,465,3231,3696,2766,7.99360374176294E-05,0.00431196125507299,1,1
Wave,Dielectric,668,0,668,668,6.0126986755861E-05,0,1,0
Force,Kilogram,562,10,572,552,3.26793452059371E-05,1.70831247768517E-06,1,0
Motion_(physics),Velocity,5973,2521,8494,3452,0.00102324249151067,0.000333340561662318,1,1
Free_fall,Gravitational_acceleration,126,159,285,33,6.1096181876545E-05,0.000207545519692676,1,1
Transverse_wave,Physics,330,0,330,330,0.00109964811260397,0,1,0
Refractive_index,Wavelength,1348,773,2121,575,0.000184813461110545,0.000131872983627108,1,1
Electromagnetic_radiation,Magnetic_field,9577,1013,10590,8564,0.00057091586362187,0.000157798362355199,1,1
Newton's_law_of_universal_gravitation,Planet,12,0,12,12,5.6702360802792E-06,0,0,0
Electromagnetic_radiation,Electron,224,0,224,224,1.33533625823639E-05,0,1,0
Acceleration,Force,4924,22145,27069,17221,0.000810001511761554,0.00103730916989269,1,1
Strength_of_materials,Deformation_(engineering),3893,554,4447,3339,0.00494256317542862,0.00118545527688084,1,1
Physics,Force,9453,8421,17874,1032,0.000100240941982785,0.000394453850515528,1,1
Crest_(physics),Amplitude,116,136,252,20,0.0153784966193822,0.000223665449115288,1,1
Energy,Work_(physics),9754,7544,17298,2210,0.000315825983703716,0.00226200724358046,1,1
Hardness,Plasticity_(physics),1905,0,1905,1905,0.0013917106644487,0,1,0
Force,Gravitational_acceleration,81,0,81,81,4.71001238733258E-06,0,1,0
Electric_potential_energy,Potential_energy,5559,8753,14312,3194,0.00556411342023319,0.00236553310435614,1,1
Standing_wave,Physics,590,0,590,590,0.000931950255970405,0,1,0
Sound_intensity,Intensity_(physics),706,1606,2312,900,0.00315721217270756,0.00535220936936577,1,1
Force,Acceleration,22145,4924,27069,17221,0.0012876941273763,0.00202500327973216,1,1
Mass,Gravity,5436,8540,13976,3104,0.000717925812483747,0.000570744022308472,1,1
Telescope,Refracting_telescope,15701,783,16484,14918,0.00975903554548913,0.0021303977558722,1,1
Strength_of_materials,Elasticity_(physics),974,0,974,974,0.00123659299585602,0,1,0
Physics,Acceleration,11,2267,2278,2256,1.16645547636796E-07,0.000932307561972544,0,1
Physics,Speed,15,0,15,15,1.59062110413812E-07,0,0,0
Dielectric,Refractive_index,1241,0,1241,1241,0.000448775739060594,0,1,0
Magnetic_field,Force,192,0,192,192,1.16716012616271E-05,0,1,0
Field_(physics),Velocity,515,0,515,515,0.000374151982714905,0,1,0
Gravitational_acceleration,Gravitational_field,2757,1275,4032,1482,0.00319889912387061,0.00138439338053662,1,1
Magnet,Compass,2423,30,2453,2393,0.000331395701101593,7.03827177582635E-05,1,0
Work_(physics),Displacement_(vector),17208,0,17208,17208,0.00493534548278795,0,1,0
Free_fall,Acceleration,1363,625,1988,738,0.000660905522997864,0.00025703230094082,1,1
Potential_energy,Electric_potential,1360,1159,2519,201,0.000474746124273874,0.000491263020695356,1,1
Work_(physics),Energy,7544,9754,17298,2210,0.00216365913076199,0.000369583595914256,1,1
Refraction,Frequency,644,0,644,644,0.0003071737959765,0,1,0
Motion_(physics),Work_(physics),80,0,80,80,1.37049052939651E-05,0,1,0
Velocity,Force,798,10125,10923,9327,0.000243145461315191,0.000474272086031317,1,1
Electrical_resistance_and_conductance,Series_and_parallel_circuits,1870,2262,4132,392,0.000913760996282898,0.00886249035195292,1,1
Force,Free_fall,66,363,429,297,3.83778787115988E-06,0.000176015190644332,1,1
Gravity_of_Earth,Acceleration,3448,0,3448,3448,0.00166553714780628,0,1,0
Motion_(physics),Displacement_(vector),9250,0,9250,9250,0.00158462967461471,0,1,0
Magnetic_field,Electromagnetic_radiation,1013,9577,10590,8564,6.15798545730641E-05,0.00069502799888035,1,1
Friction,Euclidean_vector,98,0,98,98,2.14852630826617E-05,0,1,0
Wave,Shock_wave,2096,676,2772,1420,0.000188661922515396,0.000856493066333868,1,1
Refraction,Transmission_medium,4693,440,5133,4253,0.00223845749148714,0.00319162054533189,1,1
Motion_(physics),Energy,492,229,721,263,8.42851675578852E-05,8.67691649214319E-06,1,1
Acceleration,Torque,47,399,446,352,7.73153352006358E-06,0.000108897825727998,0,1
Diffraction,Interference_(wave_propagation),1024,363,1387,661,0.000493394821378065,0.00390351961975633,1,1
Electric_potential,Force,161,0,161,161,5.11820673295327E-05,0,1,0
Electric_charge,Capacitance,179,9778,9957,9599,0.000571945284966147,0.00676570043128054,1,1
Friction,Mass,47,68,115,21,1.03041567845418E-05,7.52435040235911E-06,1,1
Projectile_motion,Velocity,1411,0,1411,1411,0.00193527061556967,0,1,0
Intensity_(physics),Physics,180,0,180,180,0.000221006685452235,0,1,0
Physics,Wave,189,2478,2667,2289,2.00418259121403E-06,0.000273231243937613,1,1
Refractive_index,Snell's_law,10963,8977,19940,1986,0.00150304894225141,0.0128021927873042,1,1
Hardness,Deformation_(engineering),1011,0,1011,1011,0.000738592903809781,0,1,0
Doppler_effect,Wavelength,2902,0,2902,2902,0.0027595178165767,0,1,0
Diffraction,Dispersion_(optics),21,233,254,212,1.01184484852924E-05,0.000167470115928133,0,1
Inelastic_collision,Elastic_collision,10359,11474,21833,1115,0.0361964862258376,0.0225152125837158,1,1
Magnetism,Coulomb,124,0,124,124,2.65031224525477E-05,0,1,0
Gravitational_acceleration,Gravity,3461,89,3550,3372,0.0040157380731651,5.94803489291031E-06,1,0
Energy,Mechanical_energy,10811,1808,12619,9003,0.000350050718661152,0.00207848822170848,1,1
Mass,Distance,20,0,20,20,2.64137532186809E-06,0,0,0
Kinetic_energy,Mechanical_energy,588,6630,7218,6042,0.00036346148853551,0.00762188988380929,1,1
Gravitational_field,Newton's_law_of_universal_gravitation,2665,1077,3742,1588,0.00578730094616399,0.000865135983792959,1,1
Gravity,Gravitational_acceleration,89,3461,3550,3372,8.42638253031012E-06,0.00451770467708397,0,1
Wave,Elasticity_(physics),32,0,32,32,2.88033469489155E-06,0,0,0
Pitch_(music),Hertz,48,951,999,903,0.000457160272772296,0.00033230891800426,0,1
Doppler_effect,Frequency,2236,0,2236,2236,0.002126217035791,0,1,0
Electric_potential,Coulomb's_law,6233,606,6839,5627,0.00198147717804334,0.000504166025366373,1,1
Temperature,Kilogram,33,0,33,33,8.6848824619589E-06,0,0,0
Displacement_(vector),Distance,4803,477,5280,4326,0.00630569836626878,0.000129283918869327,1,1
Electric_potential,Capacitance,512,8526,9038,8014,0.0001627653321287,0.00589940293281835,1,1
Motion_(physics),Newton's_laws_of_motion,2311,167,2478,2144,0.000395900451679416,0.000197022018095352,1,1
Pigment,Wavelength,2717,0,2717,2717,0.00465628015142765,0,1,0
Wave,Physics,2478,189,2667,2289,0.000223045917935664,1.89406266972342E-06,1,1
Temperature,Wavelength,45,0,45,45,1.18430215390349E-05,0,0,0
Interference_(wave_propagation),Crest_(physics),85,113,198,28,0.000317931723227344,0.0299575821845175,1,1
Wave,Electromagnetic_spectrum,686,11,697,675,6.17471750217375E-05,4.87192937792903E-07,1,0
