A,B,weight,backwardweight,SUM,Diff,Normalized_weight,Normalized_backward_weight,Weight_greater_than_mean,Backward_weight_greater_than_mean
Parallel_(geometry),Line_(geometry),1745,569,2314,1176,0.00323763298415137,0.000123426394810452,1,1
Right_triangle,Pythagorean_triple,10716,1156,11872,9560,0.00673079640848322,0.00122475661140782,1,1
Pythagorean_theorem,Trigonometric_functions,1024,1912,2936,888,0.000145102835966912,0.00045668720724069,1,1
Trigonometric_functions,Line_segment,10,0,10,10,1.91082522617961E-06,0,0,0
Circle,Sphere,3069,4696,7765,1627,0.000407043105719002,0.00112801451429919,1,1
Line_segment,Polyhedron,1655,0,1655,1655,0.000927954300913993,0,1,0
Rhombus,Polygon,189,244,433,55,6.10737344165035E-05,1.69191069069134E-05,1,1
Rotation_(mathematics),Reflection_(mathematics),1011,10,1021,1001,0.00148000673395744,4.64401317042135E-05,1,0
Rectangle,Bisection,24,0,24,24,1.00109035424416E-05,0,0,0
Line_(geometry),Diagonal,10,0,10,10,2.07486873342958E-06,0,0,0
Octagon,Edge_(geometry),148,0,148,148,0.000344674201368916,0,1,0
Similarity_(geometry),Isosceles_triangle,575,0,575,575,0.00137284910358922,0,1,0
Similarity_(geometry),Circle,676,46,722,630,0.00161399303308924,5.2982408573383E-06,1,0
Right_angle,Triangle,480,0,480,480,0.00113870628731932,0,1,0
Symmetry,Geometry,520,1117,1637,597,0.000287438760342959,3.96150354841839E-05,1,1
Angle,Right_angle,4573,3786,8359,787,0.000631557868060615,0.0122475519453421,1,1
Midpoint,Angle,138,0,138,138,0.000904971440937498,0,1,0
Heptagon,Polygon,4511,4501,9012,10,0.0118722711015078,0.00031210204995089,1,1
Square,Octagon,106,668,774,562,3.00931097850585E-05,0.00127283917448377,1,1
Radius,Sphere,734,1689,2423,955,0.000414229166925325,0.000405710501416384,1,1
Rectangle,Polygon,895,52,947,843,0.000373323277936886,3.60571130803072E-06,1,0
Bisection,Diagonal,52,0,52,52,0.000211869586120912,0,1,0
Polygon,Angle,618,478,1096,140,4.45006647376805E-05,6.9109009920902E-05,1,1
Symmetry,Rotational_symmetry,4327,966,5293,3361,0.0023918221461615,0.00289477232885333,1,1
Diagonal,Edge_(geometry),207,518,725,311,0.00185282981713375,0.000912683659967193,1,1
Line_(geometry),Tangent,632,939,1571,307,0.000131131703952749,0.000350709972936694,1,1
Triangle_inequality,Line_(geometry),11,169,180,158,1.22419589805342E-05,3.66591576853538E-05,0,1
Angle,Trigonometric_functions,1264,5280,6544,4016,0.000174565743544417,0.00126114458903287,1,1
Polygon,Nonagon,3841,2036,5877,1805,0.00027658099232594,0.0113184051944587,1,1
Triangle,Equilateral_triangle,6605,5348,11953,1257,0.000722373848426171,0.00588270881801332,1,1
Triangle,Triangle_inequality,3310,466,3776,2844,0.000362007182178747,0.000895786918050875,1,1
Triangle,Pythagorean_theorem,3389,1352,4741,2037,0.000370647232750385,0.000252538695671259,1,1
Collinearity,Altitude_(triangle),128,0,128,128,0.00133498816240965,0,1,0
Line_segment,Quadrilateral,88,0,88,88,4.93413767253362E-05,0,1,0
Pentagon,Diagonal,286,0,286,286,0.000115101520748659,0,1,0
Two-dimensional_space,Coordinate_system,898,836,1734,62,0.00156782501815744,0.000293990944656908,1,1
Trigonometric_functions,Tangent,3986,34545,38531,30559,0.000761654935155191,0.0129023173749713,1,1
Dodecagon,Geometry,254,0,254,254,0.00128181189662742,0,1,0
Rotation_(mathematics),Space_(mathematics),309,0,309,309,0.000452346271803017,0,1,0
Rotation_(mathematics),Rotational_symmetry,21,0,21,21,3.07419796370983E-05,0,0,0
Angle,Acute_and_obtuse_triangles,11,798,809,787,1.51916390742768E-06,0.00308323577480788,0,1
Transversal_(geometry),Congruence_(geometry),37,0,37,37,0.000551637767805227,0,1,0
Pythagorean_theorem,Isosceles_triangle,236,1227,1463,991,3.34416692267493E-05,0.000681526196545045,1,1
Dodecagon,Hexagon,964,2069,3033,1105,0.00486482940294817,0.000982169517046979,1,1
Sine,Cartesian_coordinate_system,1177,0,1177,1177,0.000591647267640212,0,1,0
Pythagorean_theorem,Point_(geometry),10,0,10,10,1.41701988248938E-06,0,0,0
Radius,Line_(geometry),219,0,219,219,0.000123591536180717,0,1,0
Trigonometric_functions,Right_triangle,3703,3398,7101,305,0.000707578581254308,0.00231216704760492,1,1
Polygon,Hexagon,5171,11330,16501,6159,0.000372351031324508,0.0053784343296966,1,1
Square,Circle,917,1101,2018,184,0.000260333789366969,0.000126812243128901,1,1
Heptagon,Edge_(geometry),22,0,22,22,5.79006792802419E-05,0,0,0
Rectangle,Vertex_(geometry),2170,0,2170,2170,0.000905152528629099,0,1,0
Reflection_symmetry,Rotational_symmetry,242,523,765,281,0.00160945989984105,0.00156725251344751,1,1
Prism_(geometry),Parallelogram,730,0,730,730,0.0013651570772174,0,1,0
Rotation_(mathematics),Point_(geometry),10,0,10,10,1.46390379224277E-05,0,0,0
Polygon,Pentagon,5676,4969,10645,707,0.000408714843124716,0.0052494408801397,1,1
Kite_(geometry),Quadrilateral,2701,4427,7128,1726,0.010861741015237,0.00196379989735186,1,1
Vertex_(geometry),Point_(geometry),1290,0,1290,1290,0.000873397332820579,0,1,0
Two-dimensional_space,Point_(geometry),1999,36,2035,1963,0.00349006927761327,1.28948649424083E-05,1,0
Arc_length,Circle,457,0,457,457,0.00100510027909677,0,1,0
Hendecagon,Polygon,1275,2852,4127,1577,0.0222338477635365,0.000197759397125069,1,1
Pythagorean_theorem,Two-dimensional_space,57,501,558,444,8.07701333018944E-06,0.000710693742064984,0,1
Diameter,Chord_(geometry),2471,1189,3660,1282,0.00267658298598775,0.00195735630140324,1,1
Geometry,Rhombus,59,0,59,59,2.06785102892762E-06,0,1,0
Quadrilateral,Edge_(geometry),2231,0,2231,2231,0.000636211952400738,0,1,0
Rectangle,Edge_(geometry),752,0,752,752,0.000313674977663171,0,1,0
Chord_(geometry),Diameter,1189,2471,3660,1282,0.00254456193515112,0.00363250407572544,1,1
Triangle,Circle,1272,1263,2535,9,0.000139115750976244,0.000145471265278658,1,1
Trigonometric_functions,Sine,23537,48573,72110,25036,0.00449750933485894,0.0122081945429197,1,1
Quadrilateral,Convex_polygon,2265,0,2265,2265,0.000645907697080982,0,1,0
Trigonometric_functions,Similarity_(geometry),1012,0,1012,1012,0.000193375512889376,0,1,0
Geometry,Pythagorean_theorem,2023,977,3000,1046,7.09027564664505E-05,0.00018249282963818,1,1
Polygon,Isosceles_triangle,98,0,98,98,7.05673971568396E-06,0,1,0
Radius,Diameter,3664,4501,8165,837,0.00206775976514222,0.00661671422292197,1,1
Polygon,Square,134,40,174,94,9.64901144797602E-06,1.8169421680935E-05,1,0
Dodecagon,Polygon,3153,3405,6558,252,0.0159116256301821,0.000236104750073934,1,1
Prism_(geometry),Polyhedron,4091,1234,5325,2857,0.00765048986698134,0.000498159353668516,1,1
Transversal_(geometry),Plane_(geometry),221,0,221,221,0.00329491747797176,0,1,0
Line_segment,Triangle,54,0,54,54,3.02776629905472E-05,0,1,0
Plane_(geometry),Geometry,1369,3205,4574,1836,0.00202751436217716,0.000113667134043697,1,1
Line_(geometry),Circle,40,11,51,29,8.29947493371832E-06,1.26697063979829E-06,1,0
Perpendicular,Slope,13,10,23,3,1.2000358164536E-05,2.40948179275083E-05,0,0
Rhombus,Trapezoid,3278,3779,7057,501,0.00105925767945661,0.00237359313259649,1,1
Quadrilateral,Rectangle,5028,11073,16101,6045,0.00143382953683142,0.00650828067482048,1,1
Quadrilateral,Rhombus,5395,13892,19287,8497,0.00153848654558583,0.00520733374916035,1,1
Rectangle,Triangle,1142,1099,2241,43,0.000476352160227848,0.000160260172693096,1,1
Similarity_(geometry),Rotation_(mathematics),452,0,452,452,0.00107917877360405,0,1,0
Circle,Triangle,1263,1272,2535,9,0.000167512363155132,0.000185487661206203,1,1
Pythagorean_theorem,Similarity_(geometry),849,441,1290,408,0.000120304988023348,0.00231640762471045,1,1
Geometry,Polygon,993,7583,8576,6590,3.48029842665276E-05,0.000525809785553787,1,1
Quadrilateral,Angle,783,10,793,773,0.000223287296606803,1.44579518662975E-06,1,0
Hexagon,Edge_(geometry),576,0,576,576,0.000683578104138852,0,1,0
Circumference,Sphere,10,66,76,56,1.87611276938634E-05,1.58536963253294E-05,0,1
Angle,Skew_lines,14,0,14,14,1.93348133672613E-06,0,0,0
Prism_(geometry),Perpendicular,10,0,10,10,1.87007818796904E-05,0,0,0
Congruence_(geometry),Similarity_(geometry),4706,3369,8075,1337,0.00733757850554138,0.017696093622788,1,1
Congruence_(geometry),Translation_(geometry),1048,0,1048,1048,0.00163403788223701,0,1,0
Star_polygon,Geometry,75,0,75,75,0.000152949789643056,0,1,0
Perpendicular,Altitude_(triangle),69,475,544,406,6.36942087194602E-05,0.00129972828838098,1,1
Triangle,Angle,1288,866,2154,422,0.000140865634636322,0.000125205863162136,1,1
Circle,Circumference,6033,2797,8830,3236,0.000800160005474988,0.00824604281338353,1,1
Parallel_(geometry),Plane_(geometry),800,436,1236,364,0.00148430165462527,0.000339855015979422,1,1
Radius,Point_(geometry),101,0,101,101,5.69988363207872E-05,0,1,0
Diagonal,Geometry,163,56,219,107,0.00145899159513431,1.98607160887583E-06,1,1
Pentagon,Circle,11,0,11,11,4.42698156725611E-06,0,0,0
Rotation_(mathematics),Line_(geometry),33,0,33,33,4.83088251440115E-05,0,1,0
Collinearity,Geometry,49,0,49,49,0.000511050155922446,0,1,0
Similarity_(geometry),Equilateral_triangle,944,0,944,944,0.00225386009354474,0,1,0
Star_polygon,Octagon,10,0,10,10,2.03933052857408E-05,0,0,0
Line_(geometry),Square,11,0,11,11,2.28235560677254E-06,0,0,0
Secant_line,Chord_(geometry),1619,3923,5542,2304,0.021018876742918,0.00645812344020598,1,1
Polyhedron,Tessellation,34,88,122,54,8.73448825532451E-06,3.71092407491512E-05,0,1
Pyramid_(geometry),Cone,4555,1270,5825,3285,0.00504772902061867,0.00119886079904544,1,1
Point_(geometry),Space_(mathematics),3219,0,3219,3219,0.00107404217892762,0,1,0
Pythagorean_theorem,Sphere,45,136,181,91,6.37658947120219E-06,3.26682227309817E-05,0,1
Circle,Cartesian_coordinate_system,985,0,985,985,0.000130641074986385,0,1,0
Tangent,Angle,477,363,840,114,0.000246025171933944,5.24823652746599E-05,1,1
Square,Hexagon,410,499,909,89,0.000116397877470509,0.000236878970036946,1,1
Geometry,Trigonometric_functions,11,740,751,729,3.85531547766167E-07,0.000176751324978091,0,1
Rectangle,Right_angle,2136,382,2518,1754,0.000890970415277306,0.00123575405259395,1,1
Point_(geometry),Line_segment,162,2112,2274,1950,5.40524488929091E-05,0.00146839917374736,1,1
Triangle,Isosceles_triangle,8296,13687,21983,5391,0.000907314677750721,0.00760232196586148,1,1
Altitude_(triangle),Triangle,537,2808,3345,2271,0.0014693770333907,0.000409472761530676,1,1
Face_(geometry),Polygon,653,0,653,653,0.00566147337026729,0,1,0
Right_angle,Pythagorean_triple,627,0,627,627,0.00148743508781086,0,1,0
Rectangle,Trapezoid,1305,629,1934,676,0.000544342880120264,0.000395075438053239,1,1
Square,Kite_(geometry),538,610,1148,72,0.000152736727022278,0.00111502079239592,1,1
Angle,Congruence_(geometry),646,1032,1678,386,8.92163531089344E-05,0.00205605949821788,1,1
Circle,Coordinate_system,10,0,10,10,1.32630532981102E-06,0,0,0
Translation_(geometry),Scaling_(geometry),2030,35,2065,1995,0.0075103961641484,0.000561608446591037,1,1
Line_(geometry),Cartesian_coordinate_system,1263,0,1263,1263,0.000262055921032156,0,1,0
Right_angle,Cartesian_coordinate_system,135,0,135,135,0.000320261143308559,0,1,0
Quadrilateral,Distance,15,0,15,15,4.27753441775485E-06,0,0,0
Parallelogram,Right_triangle,24,0,24,24,7.60117881614807E-06,0,0,0
Rhombus,Convex_polygon,481,0,481,481,0.000155431038382742,0,1,0
Isosceles_triangle,Acute_and_obtuse_triangles,1334,493,1827,841,0.0012539291031869,0.0019048060613788,1,1
Polygon,Star_polygon,4321,210,4531,4111,0.000311144615423167,0.000367079602085711,1,1
Rigid_transformation,Reflection_(mathematics),696,0,696,696,0.00779168439200233,0,1,0
Polyhedron,Pyramid_(geometry),1802,4865,6667,3063,0.000462927877532199,0.00539126271905814,1,1
Bisection,Angle_bisector_theorem,1272,2099,3371,827,0.00518265602972693,0.0190828590650399,1,1
Arc_length,Arc_(geometry),2567,3175,5742,608,0.0056457164473554,0.0164229517863516,1,1
Line_segment,Skew_lines,57,0,57,57,3.19597553789109E-05,0,1,0
Line_segment,Point_(geometry),2112,162,2274,1950,0.00118419304140807,5.80268922408374E-05,1,1
Perpendicular,Line_segment,771,671,1442,100,0.000711713549604404,0.000466522654159317,1,1
Line_(geometry),Triangle_inequality,169,11,180,158,3.50652815949599E-05,2.11451847608576E-05,1,0
Chord_(geometry),Line_(geometry),61,0,61,61,0.000130545229641899,0,1,0
Edge_(geometry),Polygon,665,1732,2397,1067,0.0011207455907509,0.000120097922798254,1,1
Face_(geometry),Tessellation,34,0,34,34,0.00029477809278574,0,1,0
Triangle_inequality,Triangle,466,3310,3776,2844,0.000518613898629902,0.000482676225308596,1,1
Quadrilateral,Vertex_(geometry),3455,0,3455,3455,0.000985258760889533,0,1,0
Geometry,Plane_(geometry),3205,1369,4574,1836,0.000112329873690051,0.00106711357081612,1,1
Rectangle,Perpendicular,51,0,51,51,2.12731700276885E-05,0,1,0
Slope,Tangent,1151,201,1352,950,0.0024959827905131,7.50721028330942E-05,1,1
Hendecagon,Geometry,71,0,71,71,0.00123812014996948,0,1,0
Circle,Tangent,1927,92,2019,1835,0.000255579037054584,3.43613605007197E-05,1,1
Pythagorean_theorem,Congruence_(geometry),1306,281,1587,1025,0.000185062796653112,0.000559837906007001,1,1
Rigid_transformation,Rotation_(mathematics),740,0,740,740,0.00828426214092202,0,1,0
Square,Quadrilateral,10022,3714,13736,6308,0.00284521836099865,0.00164751588406705,1,1
Trapezoid,Angle,311,0,311,311,0.000558111823356711,0,1,0
Edge_(geometry),Polyhedron,904,761,1665,143,0.00152353987073506,0.00030721172458812,1,1
Rectangle,Parallelogram,5832,5213,11045,619,0.00243264956081332,0.00228000649056135,1,1
Radius,Circle,1254,4203,5457,2949,0.000707688522240269,0.000484097963552019,1,1
Quadrilateral,Diagonal,40,106,146,66,1.14067584473463E-05,0.000737950863611364,0,1
Slope,Grade_(slope),6152,6100,12252,52,0.0133408220045496,0.0222698448047373,1,1
Cone,Polygon,693,0,693,693,0.00228962992576048,0,1,0
Rectangle,Angle,960,0,960,960,0.000400436141697666,0,1,0
Pythagorean_theorem,Triangle,1352,3389,4741,2037,0.000191581088112564,0.000494196292317471,1,1
Sphere,Geometry,2894,617,3511,2277,0.00671987145401393,2.18822532620783E-05,1,1
Geometry,Vertex_(geometry),263,1012,1275,749,9.21770882386381E-06,0.000642353298122386,1,1
Pythagorean_triple,Triangle,186,958,1144,772,0.00024632857848545,0.000139699040436748,1,1
Equilateral_triangle,Right_triangle,567,231,798,336,0.0005543914746911,0.000157183810475791,1,1
Secant_line,Point_(geometry),22,0,22,22,0.00028561784332563,0,0,0
Line_segment,Angle,24,0,24,24,1.34567391069099E-05,0,0,0
Prism_(geometry),Cross_section_(geometry),199,0,199,199,0.000372145559405839,0,1,0
Geometry,Coordinate_system,882,3353,4235,2471,3.09126204663418E-05,0.00117912875291222,1,1
Triangle,Rectangle,1099,1142,2241,43,0.000120195133901645,0.000671223383965049,1,1
Transversal_(geometry),Angle,2048,1735,3783,313,0.0305338959044623,0.000250845464880261,1,1
Altitude_(triangle),Right_triangle,314,2382,2696,2068,0.000859188805371845,0.00162083046126984,1,1
Quadrilateral,Tangent,11,0,11,11,3.13685857302022E-06,0,0,0
Polygon,Geometry,7583,993,8576,6590,0.000546033237388076,3.52173054931017E-05,1,1
Circumference,Circle,2797,6033,8830,3236,0.0052474874159736,0.000694875806354825,1,1
Isosceles_triangle,Kite_(geometry),62,23,85,39,5.82785640161826E-05,4.20417675821414E-05,0,0
Face_(geometry),Polyhedron,2088,1841,3929,247,0.0181028428746066,0.000743202082742089,1,1
Polygon,Heptagon,4501,4511,9012,10,0.000324105974084627,0.0148403291125082,1,1
Diagonal,Vertex_(geometry),1057,0,1057,1057,0.00946106819666849,0,1,0
Diagonal,Line_segment,569,955,1524,386,0.00509304427994737,0.000663977846083678,1,1
Rectangle,Tessellation,200,0,200,200,8.34241961870137E-05,0,1,0
Trigonometric_functions,Triangle,1130,1184,2314,54,0.000215923250558295,0.000172655181500114,1,1
Triangle,Exterior_angle_theorem,474,0,474,474,5.18403034298267E-05,0,1,0
Sine,Triangle,10,0,10,10,5.02673974205788E-06,0,0,0
Perpendicular,Bisection,870,452,1322,418,0.000803100892549716,0.00222934648581998,1,1
Trigonometric_functions,Radius,529,0,529,529,0.000101082654464901,0,1,0
Line_(geometry),Point_(geometry),354,755,1109,401,7.34503531634071E-05,0.00027043397309773,1,1
Quadrilateral,Trapezoid,9873,17181,27054,7308,0.00281547315376624,0.0107914007968087,1,1
Convex_polygon,Vertex_(geometry),110,80,190,30,0.00037153250402775,5.07789168476195E-05,1,1
Reflection_(mathematics),Perpendicular,10,0,10,10,3.57232165184153E-05,0,0,0
Acute_and_obtuse_triangles,Angle,798,11,809,787,0.00390542795757863,1.59037470529272E-06,1,0
Geometry,Altitude_(triangle),79,54,133,25,2.76881747941156E-06,0.000147758584363311,1,1
Edge_(geometry),Geometry,217,0,217,217,0.00036571698224503,0,1,0
Line_(geometry),Slope,2277,2211,4488,66,0.000472447610601915,0.00532736424377209,1,1
Pentagon,Star_polygon,805,1517,2322,712,0.000323974560149197,0.00265171312554297,1,1
Angle_bisector_theorem,Angle,386,0,386,386,0.00304138170128274,0,1,0
Polygon,Decagon,3610,3102,6712,508,0.000259947248710399,0.013750609512833,1,1
Scaling_(geometry),Similarity_(geometry),206,1089,1295,883,0.00661082763711049,0.00572010862428499,1,1
Triangle,Midpoint,34,0,34,34,3.71850277766689E-06,0,0,0
Line_(geometry),Quadrilateral,22,0,22,22,4.56471121354508E-06,0,0,0
Radius,Line_segment,1065,0,1065,1065,0.000601027333481568,0,1,0
Line_segment,Parallel_(geometry),33,0,33,33,1.85030162720011E-05,0,0,0
Perpendicular,Quadrilateral,42,40,82,2,3.87703879161932E-05,1.77438436625423E-05,1,0
Cone,Cartesian_coordinate_system,172,0,172,172,0.000568277557331606,0,1,0
Circle,Convex_polygon,126,0,126,126,1.67114471556189E-05,0,1,0
Distance,Cartesian_coordinate_system,133,0,133,133,0.000513678128512226,0,1,0
Right_angle,Angle,3786,4573,8359,787,0.00898154584123113,0.000661162138845784,1,1
Circle,Radius,4203,1254,5457,2949,0.000557446130119572,0.000884610527993973,1,1
Heptagon,Geometry,747,0,747,747,0.00196599124647003,0,1,0
Arc_(geometry),Chord_(geometry),631,944,1575,313,0.00195834406646576,0.00155403225275413,1,1
Geometry,Line_(geometry),3184,89,3273,3095,0.000111593858917043,1.93057102603342E-05,1,1
Triangle,Geometry,2541,1832,4373,709,0.000277903398766223,6.49729140617948E-05,1,1
Inverse_trigonometric_functions,Pythagorean_theorem,665,0,665,665,0.000434955794755807,0,1,0
Circle,Polygon,49,447,496,398,6.498896116074E-06,3.09952491286487E-05,1,1
Cartesian_coordinate_system,Perpendicular,3957,212,4169,3745,0.0025574042572993,0.000217442364952393,1,1
Edge_(geometry),Face_(geometry),1455,431,1886,1024,0.00245215764592866,0.00467092215490989,1,1
Pentagon,Polygon,4969,5676,10645,707,0.00199978830979051,0.000393577257391968,1,1
Geometry,Tessellation,361,0,361,361,1.26524444312351E-05,0,1,0
Coordinate_system,Plane_(geometry),259,0,259,259,0.000140761405070563,0,1,0
Slope,Line_(geometry),2211,2277,4488,66,0.004794628974652,0.000493922497334619,1,1
Polyhedron,Prism_(geometry),1234,4091,5325,2857,0.000317010544325601,0.0103828007421,1,1
Geometry,Point_(geometry),3444,0,3444,3444,0.000120706422773335,0,1,0
Cone,Geometry,212,92,304,120,0.000700435128804073,3.26283192886743E-06,1,1
Square,Pythagorean_theorem,695,0,695,695,0.00019730859717562,0,1,0
Triangle,Tessellation,148,0,148,148,1.61864238557265E-05,0,1,0
Similarity_(geometry),Self-similarity,31,651,682,620,7.40144734108973E-05,0.00505305317736915,1,1
Parallelogram,Parallel_(geometry),1862,0,1862,1862,0.000589724789819488,0,1,0
Pentagon,Rotational_symmetry,118,0,118,118,4.74894386305656E-05,0,1,0
Right_triangle,Triangle,5981,5448,11429,533,0.00375670896968441,0.000794447152713362,1,1
Trigonometric_functions,Inverse_trigonometric_functions,12888,39919,52807,27031,0.00246267155150027,0.0356042301596433,1,1
Geometry,Two-dimensional_space,1568,0,1568,1568,5.49557697179409E-05,0,1,0
Line_(geometry),Distance,80,0,80,80,1.65989498674366E-05,0,1,0
Quadrilateral,Square,3714,10022,13736,6308,0.0010591175218361,0.00455234860215826,1,1
Edge_(geometry),Vertex_(geometry),3264,5378,8642,2114,0.00550092271911419,0.00341361268508122,1,1
Angle,Sine,62,1150,1212,1088,8.56256020550145E-06,0.000289037607814169,1,1
Line_segment,Altitude_(triangle),17,143,160,126,9.53185686739449E-06,0.000391286621554694,0,1
Rectangle,Line_(geometry),11,0,11,11,4.58833079028575E-06,0,0,0
Triangle,Trigonometric_functions,1184,1130,2314,54,0.000129491390845812,0.000269904050304383,1,1
Geometry,Quadrilateral,198,0,198,198,6.93956785979101E-06,0,1,0
Triangle,Acute_and_obtuse_triangles,5410,1497,6907,3913,0.000591679412564055,0.00578396485574861,1,1
Diameter,Perpendicular,456,0,456,456,0.000493938422343348,0,1,0
Isosceles_triangle,Equilateral_triangle,13908,4401,18309,9507,0.0130731978764043,0.00484102496411306,1,1
Square,Right_angle,1980,48,2028,1932,0.000562116579003924,0.00015527799613746,1,1
Triangle,Hexagon,846,657,1503,189,9.25250985266526E-05,0.000311882732092733,1,1
Triangle,Plane_(geometry),1109,0,1109,1109,0.000121288811189194,0,1,0
Plane_(geometry),Cartesian_coordinate_system,1206,2918,4124,1712,0.00178610834242926,0.000771504770083382,1,1
Diameter,Sphere,1509,984,2493,525,0.00163454622657042,0.000236364199759456,1,1
Square,Angle,1131,0,1131,1131,0.000321087803461332,0,1,0
Geometry,Triangle,1832,2541,4373,709,6.42085268643289E-05,0.000370537851513336,1,1
Quadrilateral,Hexagon,3290,334,3624,2956,0.00093820588229423,0.000158552256497676,1,1
Line_(geometry),Geometry,89,3184,3273,3095,1.84663317275233E-05,0.000112922357190368,1,1
Translation_(geometry),Coordinate_system,411,0,411,411,0.00152057774554926,0,1,0
Angle,Line_(geometry),4229,493,4722,3736,0.000584049469501058,0.000106940619756683,1,1
Arc_(geometry),Plane_(geometry),48,0,48,48,0.000148970705531469,0,1,0
Angle,Rotation_(mathematics),1100,32,1132,1068,0.000151916390742768,7.49518083294882E-05,1,1
Triangle_inequality,Pythagorean_theorem,1028,165,1193,863,0.00114406671199901,3.08201810545545E-05,1,1
Angle,Polygon,478,618,1096,140,6.60145770682208E-05,4.28524920839035E-05,1,1
Quadrilateral,Parallelogram,6613,19675,26288,13062,0.00188582234030752,0.0086052422217139,1,1
Polygon,Polyhedron,1944,6942,8886,4998,0.000139982673543772,0.00280244913546745,1,1
Polygon,Convex_polygon,2871,94,2965,2777,0.000206733670650292,0.000226779799227501,1,1
Square,Rectangle,15341,10083,25424,5258,0.00435526789823192,0.00592639700570893,1,1
Vertex_(geometry),Edge_(geometry),5378,3264,8642,2114,0.00364118671000703,0.00575096422033382,1,1
Angle,Polyhedron,30,0,30,30,4.14317429298457E-06,0,0,0
Line_(geometry),Line_segment,4583,5383,9966,800,0.000950912340530776,0.00374261020467899,1,1
Skew_lines,Parallel_(geometry),418,2500,2918,2082,0.00961560580616963,0.00734419294663709,1,1
Line_segment,Line_(geometry),5383,4583,9966,800,0.00301823444218733,0.000994135619360807,1,1
Parallelogram,Rhombus,12571,17476,30047,4905,0.00398143412074156,0.0065507748776509,1,1
Trapezoid,Parallelogram,7368,9991,17359,2623,0.01322240486975,0.00436975730811403,1,1
Trigonometric_functions,Angle,5280,1264,6544,4016,0.00100891571942283,0.00018274851159,1,1
Secant_line,Tangent,1802,2975,4777,1173,0.0233946978942175,0.00111114182053958,1,1
Right_angle,Perpendicular,2130,2352,4482,222,0.00505300914997948,0.00241237944513221,1,1
Geometry,Congruence_(geometry),994,1055,2049,61,3.48380325890518E-05,0.00210188252967041,1,1
Pythagorean_theorem,Right_triangle,14285,3584,17869,10701,0.00202421290213607,0.00243873063526075,1,1
Rhombus,Rectangle,2058,3971,6029,1913,0.000665025108090816,0.00233400005054747,1,1
