A,B,weight,backwardweight,SUM,Diff,Normalized_weight,Normalized_backward_weight,Weight_greater_than_mean,Backward_weight_greater_than_mean
Naive Bayes classifier,Conditional probability,3169,0,3169,3169,0.00086724002845007,0,1,0
Naive Bayes classifier,Likelihood function,478,0,478,478,0.000130811212874451,0,1,0
DBSCAN,Hierarchical clustering,886,189,1075,697,0.00162156720993439,0.000178385862778799,1,1
Support vector machine,Decision tree learning,176,252,428,76,7.05485187416549E-05,9.29706445189931E-05,1,1
Multiclass classification,Statistical classification,818,3296,4114,2478,0.0037888437541976,0.00120004616682462,1,1
Pruning (decision trees),Machine learning,79,0,79,79,0.00184488918988347,0,1,0
Type I and type II errors,Confidence interval,267,242,509,25,0.000340158154431802,9.32527762931405E-05,1,1
Machine learning,Naive Bayes classifier,709,3249,3958,2540,2.28764425912124E-05,0.00118551071648415,1,1
Statistical hypothesis testing,Model selection,1537,0,1537,1537,0.000525808580361306,0,1,0
OPTICS algorithm,Single-linkage clustering,149,0,149,149,0.00162862889122071,0,1,0
Conditional probability,Conditional independence,622,207,829,415,0.000290602467504617,0.00290424412486847,1,1
Expert system,Knowledge base,4540,3246,7786,1294,0.0347970046983621,0.0753761842838566,1,1
Likelihood function,Conditional probability distribution,35,615,650,580,2.16506317963653E-05,0.00132452613193142,0,1
Decision tree learning,Bootstrap aggregating,5213,2673,7886,2540,0.00141037465427153,0.0126005260825705,1,1
Correlation and dependence,Arithmetic mean,61,189,250,128,1.27572334036236E-05,6.11229943411103E-05,0,1
OPTICS algorithm,Anomaly detection,103,0,103,103,0.00112583071003848,0,1,0
Conditional probability distribution,Conditional probability,6048,6299,12347,251,0.013025583814506,0.00267539465150426,1,1
Machine learning,Backpropagation,3741,1191,4932,2550,0.000120706307099754,0.000970982224747736,1,1
Cluster analysis,Anomaly detection,2511,7441,9952,4930,0.000425389538060166,0.00906444146668291,1,1
Quartile,Interquartile range,13907,8718,22625,5189,0.169688613402313,0.0269860333812094,1,1
Cluster analysis,Data mining,5841,11569,17410,5728,0.000989526201437447,0.00146573451239083,1,1
Anomaly detection,Outlier,5440,2148,7588,3292,0.00542198815534793,0.00229023016386661,1,1
Cluster analysis,Single-linkage clustering,2587,377,2964,2210,0.000438264729176284,0.00429712878848324,1,1
Biclustering,Cluster analysis,126,1789,1915,1663,0.0165658690507494,0.00036369025462587,1,1
Query language,Data mining,33,0,33,33,0.000430489061664297,0,1,0
Hierarchical clustering,DBSCAN,189,886,1075,697,0.00022298227585857,0.00277982586869558,1,1
Backpropagation,Artificial neural network,15247,24750,39997,9503,0.00745822206982172,0.00156341840961499,1,1
Correlation and dependence,Standard deviation,11103,778,11881,10325,0.00232202561443332,3.69126785988877E-05,1,1
Bayesian network,Conditional probability,1675,0,1675,1675,0.000930353462109064,0,1,0
Statistical significance,Statistical population,513,0,513,513,0.000425160201690033,0,1,0
Boosting (machine learning),Cross-validation (statistics),417,3711,4128,3294,0.000465850478753532,0.0203687339111153,1,1
Feedforward neural network,Statistical model,22,0,22,22,2.40775823480677E-05,0,0,0
Association rule learning,Data mining,331,7820,8151,7489,0.00182815356489945,0.00099075493879301,1,1
Multiclass classification,Machine learning,312,0,312,312,0.00144513355905825,0,1,0
Null hypothesis,Type I and type II errors,389,27357,27746,26968,0.000629168850157535,0.0348528338231866,1,1
Artificial neural network,Statistical classification,2225,5343,7568,3118,9.6627945279486E-05,0.00194534182929125,1,1
Bayes' theorem,Conditional probability distribution,931,2764,3695,1833,0.000626100804246994,0.00595282964009502,1,1
Statistical classification,Precision and recall,1148,1490,2638,342,0.00043997603893558,0.000579138048242588,1,1
Level of measurement,Median,388,0,388,388,0.00138980925942509,0,1,0
Naive Bayes classifier,Information retrieval,1401,0,1401,1401,0.00038340273898976,0,1,0
Genetic algorithm,Fitness function,6490,1703,8193,4787,0.00692239346287133,0.0672883164091825,1,1
Conditional probability distribution,Likelihood function,615,35,650,580,0.00132452613193142,3.78885880655278E-05,1,0
Artificial neural network,Expert system,625,339,964,286,2.71426812582826E-05,0.00173219012191757,1,1
Pruning (decision trees),Artificial neural network,303,0,303,303,0.0070759673991733,0,1,0
Artificial neural network,Machine learning,930337,37449,967786,892888,0.040402945046059,0.00095393798279753,1,1
Statistical hypothesis testing,Statistical model,3315,2676,5991,639,0.00113406339876235,0.00561407631031828,1,1
Stepwise regression,F-test,2887,3495,6382,608,0.0091345149879451,0.0201206664287112,1,1
Expectation–maximization algorithm,K-means clustering,293,16709,17002,16416,0.000555015693873801,0.00532349071121122,1,1
Interquartile range,Probability density function,1617,0,1617,1617,0.00312833122778778,0,1,0
Principal component analysis,Data mining,751,0,751,751,0.000154392338686218,0,1,0
Statistical hypothesis testing,Sensitivity and specificity,688,79,767,609,0.000235365194071944,8.4410186493088E-05,1,0
Conditional probability,Bayes' theorem,21126,16468,37594,4658,0.00987020535129026,0.0124591359557439,1,1
Decision tree,Conditional probability,449,0,449,449,0.00039385930363219,0,1,0
Expectation–maximization algorithm,Mixture model,1285,7710,8995,6425,0.00243411319668203,0.0142450405641849,1,1
Boosting (machine learning),Bootstrap aggregating,2728,12396,15124,9668,0.00304757819194157,0.0584347629328632,1,1
Precision and recall,Statistical population,20,0,20,20,6.21893254510436E-06,0,0,0
Statistical hypothesis testing,Confidence interval,3566,4957,8523,1391,0.00121993064252987,0.00191014054580619,1,1
Artificial neural network,Genetic algorithm,1429,110,1539,1319,6.20590264289373E-05,9.38629822317375E-05,1,1
Principal component analysis,Decision tree learning,10,2082,2092,2072,2.05582341792567E-06,0.000768114610668824,0,1
Conditional independence,Conditional probability,207,622,829,415,0.00290424412486847,0.000264184072588609,1,1
Expectation–maximization algorithm,Cluster analysis,840,6769,7609,5929,0.00159117127253923,0.00137608682703327,1,1
Bayes' theorem,Bayesian network,500,2080,2580,1580,0.00033625177456874,0.00123782630559432,1,1
Statistical classification,Data mining,918,5523,6441,4605,0.000351827529392737,0.000699736512398183,1,1
Machine learning,Boosting (machine learning),399,794,1193,395,1.28740487925159E-05,0.00162619276323739,1,1
Spectral clustering,Dimensionality reduction,707,0,707,707,0.00355078323146386,0,1,0
Arithmetic mean,Poisson regression,156,0,156,156,5.25528383417423E-05,0,1,0
Probability density function,Likelihood function,4174,2302,6476,1872,0.000820889857191912,0.00249198656362414,1,1
Precision and recall,Arithmetic mean,106,0,106,106,3.29603424890531E-05,0,0,0
Fuzzy clustering,Cluster analysis,2512,3788,6300,1276,0.0484418389385992,0.000770071930979762,1,1
Mode (statistics),Level of measurement,555,688,1243,133,0.00398847295384151,0.00246440404764037,1,1
Expectation–maximization algorithm,Conditional probability distribution,243,0,243,243,0.000460303118127419,0,1,0
Backpropagation,Gradient descent,18766,5552,24318,13214,0.00917957600592079,0.00541149064539239,1,1
Machine learning,Decision tree learning,18739,3664,22403,15075,0.000604628572237982,0.00135176365681584,1,1
Level of measurement,Arithmetic mean,187,0,187,187,0.000669830751320856,0,1,0
Bayes' theorem,Conditional probability,16468,21126,37594,4658,0.011074788447196,0.0089729143368279,1,1
Cluster analysis,Confusion matrix,899,0,899,899,0.000152299958070924,0,1,0
Cluster analysis,K-means clustering,31988,20419,52407,11569,0.00541910017661035,0.00650549744641941,1,1
Poisson regression,Likelihood function,22,0,22,22,3.16776938638867E-05,0,0,0
Central tendency,Statistical dispersion,6199,5018,11217,1181,0.0072858695971557,0.00767991086528322,1,1
Regression analysis,Standard deviation,41,195,236,154,8.74751575886299E-06,9.25189245087803E-06,0,1
K-means clustering,Local optimum,1320,0,1320,1320,0.000308405018030012,0,1,0
Cluster analysis,Biclustering,1789,126,1915,1663,0.000303075222457044,0.0248471701833958,1,1
Regression analysis,Linear regression,65713,15058,80771,50655,0.0140201342210284,0.00244448607513069,1,1
Student's t-test,Confidence interval,147,537,684,390,0.000121083823777733,0.00020692868127858,1,1
Boosting (machine learning),Support vector machine,418,11,429,407,0.000466967626184595,6.41350053523577E-06,1,0
Signal-to-noise ratio,Standard deviation,1307,0,1307,1307,0.011952009071456,0,1,0
Arithmetic mean,Principal component analysis,133,0,133,133,4.48046634580239E-05,0,1,0
Principal component analysis,Signal-to-noise ratio,91,0,91,91,1.87079931031236E-05,0,0,0
Statistical hypothesis testing,Statistical significance,7550,12852,20402,5302,0.00258285932448137,0.0119828033904658,1,1
Sampling (statistics),Statistical population,3887,2332,6219,1555,0.0451724618817404,0.00587321215845584,1,1
Decision tree learning,Statistical classification,777,4528,5305,3751,0.000210216978010547,0.00164860711267654,1,1
Naive Bayes classifier,Histogram,252,0,252,252,6.89632335656099E-05,0,1,0
Decision tree,Pruning (decision trees),20,0,20,20,1.75438442597857E-05,0,0,0
Ensemble learning,AdaBoost,4079,0,4079,4079,0.0268182356112506,0,1,0
Confidence interval,Student's t-test,537,147,684,390,0.000193133440821504,0.000121083823777733,1,1
Clustering high-dimensional data,Cluster analysis,1002,5133,6135,4131,0.0139406756079915,0.00104350032252353,1,1
Cluster analysis,Artificial neural network,2673,2735,5408,62,0.000452834024386628,0.00017276563031503,1,1
Mixture model,Cluster analysis,492,0,492,492,0.000478433073339317,0,1,0
False positives and false negatives,Sensitivity and specificity,9977,15173,25150,5196,0.0685907175316417,0.0162120982235395,1,1
Boosting (machine learning),Machine learning,794,399,1193,395,0.000887015060264518,1.01637227999737E-05,1,1
Anomaly detection,Association rule learning,1674,524,2198,1150,0.00166845738456846,0.00231529553156799,1,1
Support vector machine,Statistical classification,5099,3980,9079,1119,0.00204390282422556,0.00144908487377488,1,1
Cluster analysis,Data analysis,2019,0,2019,2019,0.000342039616624243,0,1,0
Naive Bayes classifier,Support vector machine,4153,497,4650,3656,0.00113652503570626,0.000289773615092016,1,1
Principal component analysis,Artificial neural network,669,479,1148,190,0.000137534586659227,3.02576734628518E-05,1,1
Support vector machine,Multiclass classification,259,1302,1561,1043,0.000103818558830049,0.00482452727414209,1,1
K-means clustering,Data mining,3962,42,4004,3920,0.000925682334420383,5.3211902083512E-06,1,0
Interquartile range,Statistical dispersion,3483,19202,22685,15719,0.00673839064093064,0.0293881324103564,1,1
Type I and type II errors,Precision and recall,1458,16133,17591,14675,0.00185749284330175,0.00627062693442797,1,1
Type I and type II errors,Null hypothesis,27357,389,27746,26968,0.0348528338231866,0.000629168850157535,1,1
Statistical classification,Decision tree learning,4528,777,5305,3751,0.00173537587482605,0.000286659487266895,1,1
Apriori algorithm,Association rule learning,8993,11592,20585,2599,0.252505966587112,0.0512192858815576,1,1
Joint probability distribution,Conditional probability,5266,4921,10187,345,0.00307498621920342,0.00209011225274686,1,1
Linear separability,Machine learning,11,0,11,11,0.000366947993461654,0,0,0
Data analysis,Data mining,13686,5705,19391,7981,0.00528485344629518,0.000722795003301038,1,1
Data mining,Statistical hypothesis testing,744,0,744,744,0.00015710179288198,0,1,0
Anomaly detection,Statistical classification,1137,643,1780,494,0.00113323539202768,0.000234110948200313,1,1
Decision tree learning,Pruning (decision trees),2349,552,2901,1797,0.000635520825414123,0.0161134950521061,1,1
Hyperplane separation theorem,Support vector machine,614,1232,1846,618,0.0386406544996853,0.000718312059946406,1,1
Bayesian network,Naive Bayes classifier,1879,6938,8817,5059,0.00104366218227041,0.0025315707451422,1,1
Statistical population,Sample (statistics),7302,5800,13102,1502,0.0183903066814085,0.0144965208349996,1,1
Random forest,Bootstrap aggregating,30360,7366,37726,22994,0.00688100529764881,0.0347233352503606,1,1
Statistical population,Sampling (statistics),2332,3887,6219,1555,0.00587321215845584,0.0225863621836776,1,1
Cluster analysis,DBSCAN,13349,9457,22806,3892,0.00226145955538238,0.0296713467722959,1,1
Central tendency,Arithmetic mean,17219,3268,20487,13951,0.0202380042899539,0.00105687801855422,1,1
Stepwise regression,Model selection,1829,1792,3621,37,0.00578698576825479,0.00953272618946293,1,1
Principal component analysis,Cluster analysis,2401,3165,5566,764,0.000493603202643953,0.000643420713186628,1,1
Support vector machine,Machine learning,4450,9017,13467,4567,0.00178375516136571,0.000229689946083616,1,1
Statistical hypothesis testing,Null hypothesis,13904,15701,29605,1797,0.00475656636391906,0.0253948074969755,1,1
Linear separability,Hyperplane,1250,0,1250,1250,0.0416986356206425,0,1,0
Posterior probability,Statistical classification,484,0,484,484,0.00153691290085959,0,1,0
Natural selection,Genetic algorithm,35,2369,2404,2334,5.12369327522577E-05,0.00202146731733624,0,1
Receiver operating characteristic,Statistical classification,111,815,926,704,0.00055919395465995,0.000296734716614705,0,1
Sensitivity and specificity,Precision and recall,26316,47810,74126,21494,0.0281182084525583,0.0185829463667639,1,1
Pruning (decision trees),Decision tree learning,552,2349,2901,1797,0.0128908713014642,0.000866619222123472,1,1
F1 score,Type I and type II errors,5329,0,5329,5329,0.0023843496461507,0,1,0
Arithmetic mean,Correlation and dependence,189,61,250,128,6.3669784914034E-05,1.41747034524233E-05,1,0
Decision tree learning,Decision tree,21122,30577,51699,9455,0.00571454698782338,0.0298021152026168,1,1
Hill climbing,Gradient descent,3678,1954,5632,1724,0.0884070860274499,0.00190454840077391,1,1
Cluster analysis,OPTICS algorithm,7657,466,8123,7191,0.0012971755049489,0.00933811594493317,1,1
Expectation–maximization algorithm,Likelihood function,3481,0,3481,3481,0.00659388952346315,0,1,0
Standard deviation,Correlation and dependence,778,11103,11881,10325,4.72482279788945E-05,0.00258002840052879,1,1
Principal component analysis,Dimensionality reduction,4721,19643,24364,14922,0.000970554235602709,0.0807772180528426,1,1
Cluster analysis,Clustering high-dimensional data,5133,1002,6135,4131,0.000869583631566242,0.0139406756079915,1,1
Least squares,Regression analysis,19780,23746,43526,3966,0.0383337047839611,0.00506630510268197,1,1
Poisson regression,Regression analysis,2552,906,3458,1646,0.00367461248821086,0.000193298762866582,1,1
Bayes' theorem,Probability density function,182,12,194,170,0.000122395645943021,2.36000917256898E-06,1,0
Sensitivity and specificity,False positives and false negatives,15173,9977,25150,5196,0.0162120982235395,0.0342954766545325,1,1
Regression analysis,Statistical significance,873,0,873,873,0.000186258079450912,0,1,0
Correlation and dependence,Linear regression,336,891,1227,555,7.02693512068447E-05,0.000144643185877371,1,1
Genetic algorithm,Natural selection,2369,35,2404,2334,0.00252683360763362,5.12369327522577E-05,1,0
Pruning (decision trees),Cross-validation (statistics),316,0,316,316,0.00737955675953387,0,1,0
Naive Bayes classifier,Correlation and dependence,186,0,186,186,5.09014342984264E-05,0,1,0
Random forest,Machine learning,2740,7696,10436,4956,0.000621012994583588,0.000196040126988966,1,1
Decision tree learning,Random forest,13802,67741,81543,53939,0.00373412449228,0.0209363160910553,1,1
Student's t-test,Null hypothesis,11746,338,12084,11408,0.0096751741094779,0.000546681417360532,1,1
Statistical hypothesis testing,Student's t-test,1181,6731,7912,5550,0.000404020776451986,0.0055443212098498,1,1
Information retrieval,F1 score,262,561,823,299,0.00179571359053618,0.000251007722178747,1,1
Central tendency,Level of measurement,5142,1017,6159,4125,0.00604354597008786,0.00364287633204979,1,1
Mode (statistics),Central tendency,1250,9570,10820,8320,0.00898304719333673,0.0253077523172328,1,1
F-test,Stepwise regression,3495,2887,6382,608,0.0201206664287112,0.0274033715544081,1,1
Sensitivity and specificity,Statistical significance,808,0,808,808,0.000863334565650824,0,1,0
Decision tree learning,Data mining,4333,847,5180,3486,0.00117229107557233,0.000107310669201749,1,1
Spectral clustering,Cluster analysis,1918,1687,3605,231,0.0096328178754564,0.000342954421215116,1,1
Boosting (machine learning),Ensemble learning,3941,6472,10413,2531,0.00440267802582175,0.02127582636138,1,1
Bayes' theorem,Prior probability,1040,3943,4983,2903,0.00069940369110298,0.00790841244085739,1,1
DBSCAN,OPTICS algorithm,6297,3348,9645,2949,0.0115248405428407,0.067090154900507,1,1
Student's t-test,Statistical hypothesis testing,6731,1181,7912,5550,0.0055443212098498,0.000624395628913377,1,1
Interquartile range,Standard deviation,1201,752,1953,449,0.00232351626751585,3.56790929387706E-05,1,1
Support vector machine,Decision tree,314,58,372,256,0.000125864970936816,5.65301593273301E-05,1,0
Statistical significance,Standard deviation,2025,5458,7483,3433,0.0016782639540396,0.00025895809741996,1,1
Central tendency,Descriptive statistics,33,3740,3773,3707,3.87858842887785E-05,0.0162346823167847,0,1
Data mining,Anomaly detection,7800,2032,9832,5768,0.00164703492537559,0.0024753319527348,1,1
Principal component analysis,Data matrix (multivariate statistics),104,0,104,104,2.1380563546427E-05,0,1,0
Backpropagation,Statistical classification,283,0,283,283,0.000138432271644228,0,1,0
Machine learning,Support vector machine,9017,4450,13467,4567,0.000290940596396279,0.00259455248925447,1,1
DBSCAN,Minkowski distance,826,0,826,826,0.00151175453206073,0,1,0
Central tendency,Quartile,331,0,331,331,0.000389034172714718,0,1,0
Central tendency,Median,10020,1491,11511,8529,0.0117768048658655,0.00177320990238426,1,1
Naive Bayes classifier,Statistical classification,781,5103,5884,4322,0.000213731291328339,0.00185795982685256,1,1
Statistical classification,Multiclass classification,3296,818,4114,2478,0.00126320646718787,0.00303107781125056,1,1
Poisson regression,Linear regression,574,3084,3658,2510,0.000826499830812317,0.00050065048849137,1,1
Statistical significance,Null hypothesis,34035,4014,38049,30021,0.0282072660127101,0.00649224618131708,1,1
Bayesian network,Machine learning,1052,10920,11972,9868,0.000584317517694767,0.000278165045051911,1,1
Principal component analysis,Regression analysis,653,0,653,653,0.000134245269190546,0,1,0
