A,B,weight,backwardweight,SUM,Diff,Normalized weight,Normalized backward weight,Weight_greater_than_mean,Backward_weight_greater_than_mean
Philosophiæ Naturalis Principia Mathematica,Firmin Abauzit,37.5333333333333,0,37.5333333333333,37.5333333333333,8.5822307275567E-05,0,0,0
Newton's laws of motion,Quantum mechanics,141.859154929577,39.16,181.019154929577,102.699154929577,0.00206971733521838,1.60471349758289E-05,1,0
Force,Volume,78.6153846153846,48.2692307692308,126.884615384615,30.3461538461538,0.00891350325970826,0.000431518525726412,1,1
Quantum mechanics,Princeton University Press,13.7142857142857,0,13.7142857142857,13.7142857142857,7.24559143498636E-06,0,0,0
Galilean invariance,Inertial frame of reference,15.25,0,15.25,15.25,0.00010662527508447,0,0,0
Classical mechanics,Gas,14.25,0,14.25,14.25,9.39173598083625E-06,0,0,0
Frame of reference,Galilean invariance,11,0,11,11,5.17876874302337E-06,0,0,0
Speed of light,Andromeda Galaxy,10,28.9090909090909,38.9090909090909,18.9090909090909,5.28388769857577E-07,4.47214235025988E-05,0,0
Newton's laws of motion,Leonhard Euler,33.1111111111111,70.7142857142857,103.825396825397,37.6031746031746,0.000122473345094336,0.000124789622343746,0,0
Quantum mechanics,Frequency,50.2241379310345,13.375,63.5991379310345,36.8491379310345,0.000219858415105368,5.64641415761833E-05,0,0
Philosophiæ Naturalis Principia Mathematica,Empiricism,48.375,12.5,60.875,35.875,5.89933089087823E-05,4.64934630190995E-05,0,0
Euler's laws of motion,Center of mass,14.1428571428571,55.4444444444444,69.5873015873016,41.3015873015873,6.77768839748746E-05,0.000351085303878754,0,1
Inertial frame of reference,Length contraction,270.363636363636,69.2586206896552,339.622257053292,201.105015673981,0.00225525514640276,0.00134190925927411,1,1
Newton's laws of motion,Impulse (physics),24.125,47.1894736842105,71.3144736842105,23.0644736842105,0.000118979977868491,0.000792141839861185,0,0
Isaac Newton,Power series,19.125,11.5,30.625,7.625,6.05753350301026E-05,0.000155258539219657,0,0
Frame of reference,Gravitational time dilation,11.3333333333333,13.6666666666667,25,2.33333333333333,1.60071033875268E-05,5.25251127688549E-05,0,0
Momentum,Newton's cradle,70,136.666666666667,206.666666666667,66.6666666666667,2.9007355851053E-05,0.00666146747254176,0,1
Galilean invariance,Special relativity,15.9090909090909,30.6111111111111,46.520202020202,14.7020202020202,0.00015294609130969,2.38671217273455E-05,0,0
Newton's law of universal gravitation,Standard Model,17.0243902439024,181.161290322581,198.185680566483,164.136900078678,4.91878750619517E-05,0.000153376779891649,0,1
Momentum,Frame of reference,102.647540983607,13.8823529411765,116.529893924783,88.7651880424301,0.00172980532058446,6.47060194419654E-05,1,0
Newton's laws of motion,Speed of light,43.9545454545455,112,155.954545454545,68.0454545454545,0.000397421894987326,0.000113391655791529,0,1
Velocity,Speed,29.7241379310345,71.5657894736842,101.289927404719,41.8416515426497,0.00072115243840714,0.000570431690621511,0,1
Speed of light,Gravitational wave,195.119565217391,92.3035714285714,287.423136645963,102.81599378882,0.000948510680771336,0.000311132138162172,1,1
Frame of reference,Galilean transformation,18.1034482758621,12,30.1034482758621,6.10344827586207,0.000247168508189752,0.000184882753520476,0,0
Quantum mechanics,Molecule,232.421052631579,470.807692307692,703.228744939271,238.386639676113,0.00166648603004686,0.0021808667381923,1,1
Newton's laws of motion,Energy,47.3544303797468,75.2571428571429,122.61157323689,27.902712477396,0.000768746281875692,6.70108541556079E-05,0,0
Inertial frame of reference,Euler force,126.67816091954,45.0869565217391,171.765117441279,81.5912043978011,0.00167149744240113,0.00686673111814486,1,1
Quantum mechanics,Classical mechanics,261.48125,42.9150943396226,304.396344339623,218.566155660377,0.00315764384234921,4.74291651309619E-05,1,0
Quantum mechanics,Quantum superposition,30.0298507462687,86.6216216216216,116.65147236789,56.591770875353,0.000151855520491589,0.000521694430956713,0,0
Newton's laws of motion,Newton's law of universal gravitation,640.539215686274,139.613445378151,780.152661064426,500.925770308123,0.013425832217682,0.00112148321454054,1,1
Newton's laws of motion,Thrust,137.884615384615,33.3387096774194,171.223325062035,104.545905707196,0.000736689500273818,0.000660617240863539,1,0
Frame of reference,Special relativity,79.8709677419355,51.5,131.370967741935,28.3709677419355,0.00233138752867743,4.01539416356611E-05,1,0
Isaac Newton,René Descartes,237.967741935484,211.068965517241,449.036707452725,26.8987764182425,0.00146034067489237,0.000181691142926339,1,1
Newton's laws of motion,Motion (physics),189.057692307692,210.895652173913,399.953344481605,21.8379598662207,0.00202019371748728,0.00140901448578204,1,1
Frame of reference,Standard Model,64.4883720930233,0,64.4883720930233,64.4883720930233,0.00130552052040035,0,1,0
General relativity,Acceleration,119.594202898551,22.1917808219178,141.785983720469,97.4024220766329,0.000714778389681899,2.92044765486972E-05,0,0
Velocity,Minkowski space,109,17.8666666666667,126.866666666667,91.1333333333333,0.00123106242820894,0.000123530198063157,1,0
Frame of reference,Non-inertial reference frame,17.1666666666667,0,17.1666666666667,17.1666666666667,9.69842146420741E-05,0,0,0
Newton's laws of motion,Fermion,12,0,12,12,9.8636251082687E-06,0,0,0
Quantum mechanics,Reductionism,22.5625,13.3333333333333,35.8958333333333,9.22916666666667,2.724644279198E-05,0.000274681884043043,0,0
Euler's laws of motion,Moment (physics),11,15.375,26.375,4.375,2.51025496203239E-06,0.000238549618320611,0,0
Newton's laws of motion,Velocity,288.125925925926,260.519083969466,548.645009895392,27.6068419564602,0.00799302970492349,0.00060856716633916,1,1
Momentum,Stress–energy tensor,111.229166666667,32.76,143.989166666667,78.4691666666667,0.000737477489946534,0.000350160864499717,1,0
Newton's law of universal gravitation,Planet,96.1182795698925,231.559322033898,327.677601603791,135.441042464006,0.000629928961574192,0.000264396282768631,0,1
Inertial frame of reference,John Archibald Wheeler,16.0714285714286,28.7619047619048,44.8333333333333,12.6904761904762,3.41245734997055E-05,0.000249625974326547,0,0
Newton's laws of motion,Conservation law,38.8846153846154,0,38.8846153846154,38.8846153846154,0.000207752603842909,0,0,0
Special relativity,String theory,39.9032258064516,89.86,129.763225806452,49.9567741935484,0.000188635511054315,6.87719695676764E-05,0,0
Inertial frame of reference,Force carrier,19.3529411764706,26.0666666666667,45.4196078431373,6.71372549019608,4.9897709695125E-05,0.000639547246348365,0,0
Force,Torque,13.5,18.5625,32.0625,5.0625,0.000117741970651724,4.05295644750316E-05,0,0
Philosophiæ Naturalis Principia Mathematica,Astronomia nova,42.7333333333333,14.875,57.6083333333333,27.8583333333333,9.77124315517557E-05,0.00244855967078189,0,0
Isaac Newton,Schrödinger–Newton equation,13,0,13,13,7.72038583716994E-06,0,0,0
Velocity,Polar coordinate system,10,0,10,10,4.18301878426415E-06,0,0,0
Newton's law of universal gravitation,Equivalence principle,94.8416666666667,80.234693877551,175.076360544218,14.6069727891156,0.000802016054555978,0.000998900612247439,0,1
Velocity,Energy,19.6274509803922,35.9375,55.5649509803922,16.3100490196078,0.000418720180304842,3.19996545150344E-05,0,0
Newton's laws of motion,List of scientific laws named after people,39.1428571428571,22.5789473684211,61.7218045112782,16.5639097744361,0.000112609719986068,0.000204061052783792,0,0
Classical mechanics,Quantum tunnelling,158.783783783784,125.571428571429,284.355212355212,33.2123552123552,0.000484003937608885,0.000339722880432619,1,1
Newton's laws of motion,Angular momentum,34.0609756097561,19.5684210526316,53.6293966623877,14.4925545571245,0.000573939685987385,8.38949836982434E-05,0,0
Energy,Water,63.9692307692308,249.162162162162,313.131392931393,185.192931392931,0.000493510362471374,0.000278965122006617,0,1
Net force,Force,204.622641509434,379.5,584.122641509434,174.877358490566,0.014203196734247,0.000319975312576674,1,1
General relativity,String theory,106.3984375,154.467455621302,260.865893121302,48.0690181213018,0.00117966152315533,0.000118217573527538,0,1
Newton's law of universal gravitation,Unit vector,12.8888888888889,0,12.8888888888889,12.8888888888889,8.17448926531003E-06,0,0,0
Mass,Frank Wilczek,31.6,0,31.6,31.6,2.31163333866862E-05,0,0,0
Inertial frame of reference,Local reference frame,18.4615384615385,11,29.4615384615385,7.46153846153846,3.63995450663526E-05,0.00561224489795918,0,0
Newton's laws of motion,Rigid body,13,17.3571428571429,30.3571428571429,4.35714285714286,2.67139846682277E-06,0.000336346145860728,0,0
Frame of reference,Applied mechanics,17.1538461538462,12.5,29.6538461538462,4.65384615384615,0.000104987766335838,0.000270346259489154,0,0
Newton's laws of motion,Classical electromagnetism,11.5,324.3,335.8,312.8,4.72632036437875E-06,0.00440648948312408,0,1
General relativity,Field equation,40.8571428571429,45.7037037037037,86.5608465608466,4.84656084656085,0.000148637871630409,0.00639212639212639,0,1
Classical mechanics,Degrees of freedom (physics and chemistry),17.5263157894737,33.4615384615385,50.9878542510121,15.9352226720648,2.74337551019164E-05,0.00137980035716212,0,1
Newton's laws of motion,Kepler's laws of planetary motion,356.208955223881,45.4285714285714,401.637526652452,310.780383795309,0.0049042766007071,0.000229135187599031,1,0
General relativity,Thermal radiation,179.125,19.4666666666667,198.591666666667,159.658333333333,0.000372374248332826,0.000151523406993428,1,0
Isaac Newton,John Collins (mathematician),24.3333333333333,0,24.3333333333333,24.3333333333333,1.44509786182924E-05,0,0,0
Classical mechanics,Complex number,54.9375,14.9230769230769,69.8605769230769,40.0144230769231,0.000144830454862369,4.39022491529582E-05,0,0
Frame of reference,Quantum gravity,67,0,67,67,0.000788585240414923,0,1,0
General relativity,Reissner–Nordström metric,31.5581395348837,56.0952380952381,87.6533776301218,24.5370985603544,0.000117541720164607,0.00545567380813442,0,1
Energy,Meteorology,149.933333333333,14.5,164.433333333333,135.433333333333,0.000533864745165041,0.000122676548474158,1,0
Speed of light,Higgs mechanism,24.5,22.1333333333333,46.6333333333333,2.36666666666667,1.81237348061149E-05,0.000224455509470062,0,0
Special relativity,Mechanics,160.111111111111,103.36,263.471111111111,56.7511111111111,0.000659233075414556,0.000481700866371817,0,1
Euler's laws of motion,Rigid body,29.1764705882353,13,42.1764705882353,16.1764705882353,0.000113189678288006,0.00025191357426606,0,0
Speed of light,Capacitor,19.5,34.537037037037,54.037037037037,15.037037037037,2.06071620244455E-06,9.42013393258518E-05,0,0
Special relativity,Kip Thorne,13.8333333333333,20.6875,34.5208333333333,6.85416666666667,1.26570310569993E-05,9.86697764041514E-05,0,0
Newton's laws of motion,Deformation (mechanics),20,10,30,10,1.23295313853359E-05,0.000132243645692824,0,0
Newton's laws of motion,Center of mass,14.75,47,61.75,32.25,2.42480783911605E-05,0.000297613393869164,0,0
Newton's law of universal gravitation,Mercury (planet),255.555555555556,127.381818181818,382.937373737374,128.173737373737,0.00097248234363171,7.87195301008101E-05,1,0
Newton's law of universal gravitation,Square (algebra),31.7837837837838,12.5,44.2837837837838,19.2837837837838,8.28724084138327E-05,0.00032627704836731,0,0
Speed of light,Metre,369.396551724138,411.068181818182,780.46473354232,41.6716300940439,0.00113207293941986,0.00110126525861559,1,1
Special relativity,Galileo Galilei,97.8260869565217,159.964912280702,257.790999237224,62.13882532418,0.000686224575379482,0.000142241987379214,0,1
Momentum,Werner Heisenberg,491.363636363636,1444.79569892473,1936.15933528837,953.432062561095,0.00597275269999778,0.00241409647212157,1,1
Mass,Moon,1202.81355932203,1353.90625,2556.71980932203,151.092690677966,0.0103827450324024,0.000369514788574598,1,1
Philosophiæ Naturalis Principia Mathematica,Richard S. Westfall,53.5833333333333,0,53.5833333333333,53.5833333333333,0.000196034613066393,0,0,0
Momentum,Dielectric,41.25,0,41.25,41.25,6.83744816489107E-05,0,0,0
Quantum mechanics,Many-worlds interpretation,443.425531914894,265.430379746835,708.855911661729,177.995152168058,0.00157297261558907,0.000878742686800291,1,1
Quantum mechanics,Position operator,14.4545454545455,12,26.4545454545455,2.45454545454546,1.20005108141962E-05,0.0018700327255727,0,0
Newton's laws of motion,Wolfram Demonstrations Project,14.25,0,14.25,14.25,1.17130548160691E-05,0,0,0
Newton's laws of motion,Noether's theorem,11.5,0,11.5,11.5,9.4526407287575E-06,0,0,0
Special relativity,Mass,18.3333333333333,63.6896551724138,82.0229885057471,45.3563218390805,1.67743785092762E-05,0.000130376669987848,0,0
Philosophiæ Naturalis Principia Mathematica,Teleological argument,18,0,18,18,5.48774966593324E-06,0,0,0
Momentum,Jean Buridan,13.8571428571429,14.8571428571429,28.7142857142857,1,1.33986357978674E-05,0.00141537037793111,0,0
Frame of reference,Generalized coordinates,76.9583333333333,0,76.9583333333333,76.9583333333333,0.00086956235166947,0,1,0
Speed of light,Isaac Newton,378.435483870968,404.194690265487,782.630174136454,25.759206394519,0.00247951714143366,3.07673440061455E-05,1,1
Newton's laws of motion,Principle of least action,17.875,27.1,44.975,9.225,2.93853831350505E-05,0.000331146058628738,0,0
Special relativity,Theory of relativity,3451.44262295082,771.68,4223.12262295082,2679.76262295082,0.0321058554780545,0.00119738700017068,1,1
Momentum,Conservation law,38.3297872340426,43.5405405405405,81.8703277745831,5.21075330649798,0.000497683348244496,0.000244317420954367,0,0
Momentum,International System of Units,199.602209944751,274.818181818182,474.420391762933,75.2159718734304,0.00499037024850878,0.000226857172660221,1,1
Velocity,Relative velocity,22.3428571428571,19.6,41.9428571428571,2.74285714285714,0.000327112068929457,0.00235576923076923,0,0
Newton's laws of motion,Philosophiæ Naturalis Principia Mathematica,1060.85294117647,319.441860465116,1380.29480164159,741.411080711354,0.022235693376884,0.0022706339062375,1,1
Inertial frame of reference,Non-inertial reference frame,137.55737704918,71.1015625,208.65893954918,66.4558145491803,0.0025452381887647,0.00112764757426292,1,1
Newton's law of universal gravitation,Hypotheses non fingo,171.464285714286,16.695652173913,188.159937888199,154.768633540373,0.000338325197954771,0.00166208583115112,1,0
Special relativity,Time dilation,15.2222222222222,31.5,46.7222222222222,16.2777777777778,2.08917259615531E-05,6.59963670571277E-05,0,0
Mass,Mercury (planet),123.604166666667,297.672413793103,421.27658045977,174.068247126437,0.000868032949260819,0.00018395586491253,1,1
General relativity,Pulsar,61.037037037037,209.770491803279,270.807528840316,148.733454766242,0.000285495585602465,0.000707250478096017,0,1
Inertial frame of reference,Rotating reference frame,125.376146788991,124.333333333333,249.709480122324,1.04281345565749,0.00207265076198656,0.00383792237724822,1,1
Isaac Newton,Earth,152.068965517241,134.238095238095,286.307060755337,17.8308702791461,0.000872997475433831,2.31274526513811E-05,1,1
Philosophiæ Naturalis Principia Mathematica,Opticks,375.65625,63.5833333333333,439.239583333333,312.072916666667,0.00183245107594954,0.00576144738431799,1,1
General relativity,Atomic clock,142.527777777778,12.4,154.927777777778,130.127777777778,0.000444441095183934,3.21440884688267E-05,0,0
General relativity,Earth,102.36170212766,100.380281690141,202.7419838178,1.98142043751872,0.000416723077164277,1.72941981022851E-05,0,0
Special relativity,Frame of reference,23.4444444444444,23.7647058823529,47.2091503267974,0.320261437908499,3.21763078677935E-05,0.000110767931587093,0,0
Newton's laws of motion,Wave function,12.2,0,12.2,12.2,1.25350235750915E-05,0,0,0
Philosophiæ Naturalis Principia Mathematica,Lucasian Professor of Mathematics,616.766666666667,368.4,985.166666666667,248.366666666667,0.00282055089079896,0.00176726247013787,1,1
Galilean invariance,Galilean transformation,12.25,21.3529411764706,33.6029411764706,9.10294117647059,4.28249055667133E-05,0.000328982546705552,0,0
General relativity,Shapiro delay,23.5454545454545,14.375,37.9204545454545,9.17045454545455,2.24342708346597E-05,0.0203036723163842,0,0
Euler's laws of motion,Momentum,99.8918918918919,283.475609756098,383.367501647989,183.583717864206,0.00168689133448577,0.000436622805155669,1,1
Newton's law of universal gravitation,Integral,101.931034482759,95.7857142857143,197.716748768473,6.14532019704433,0.000208308536795314,0.000289992595565643,0,1
General relativity,Equivalence principle,92.8387096774194,69.6413043478261,162.480014025245,23.1974053295933,0.00174502247195002,0.000867015728344635,0,1
