A,B,weight,backwardweight,SUM,Diff,Normalized weight,Normalized backward weight,Weight_greater_than_mean,Backward_weight_greater_than_mean
Student's t-test,Sample (statistics),13.8,133.344827586207,147.144827586207,119.544827586207,1.13670528444402E-05,0.00391470062714172,0,1
Expectation–maximization algorithm,Cluster analysis,14.6666666666667,21.8888888888889,36.5555555555556,7.22222222222222,2.77823555522722E-05,4.33888593267106E-05,0,0
Support vector machine,Hyperplane separation theorem,382.333333333333,61,443.333333333333,321.333333333333,0.000153255967796739,0.000211236573708146,1,1
Statistical population,Statistical significance,104.892857142857,16.7894736842105,121.682330827068,88.1033834586466,0.000264175816426501,0.000443426309219653,1,0
Stepwise regression,Data mining,49.6428571428571,13.4,63.0428571428571,36.2428571428571,0.000157070807972236,9.24587089065888E-06,1,0
Statistical significance,Null hypothesis,20.25,61.8636363636364,82.1136363636364,41.6136363636364,1.6782639540396E-05,0.000996704503844746,0,1
Arithmetic mean,Data mining,23.7777777777778,21.1666666666667,44.9444444444444,2.61111111111111,8.01019045949634E-06,1.75257552703534E-05,0,0
Bayesian network,Conditional independence,51.0357142857143,15,66.0357142857143,36.0357142857143,2.83470170011482E-05,1.71499523231325E-05,1,0
K-means clustering,Machine learning,104.371428571429,10.5,114.871428571429,93.8714285714286,2.43853578109011E-05,7.01995773985441E-06,1,0
Precision and recall,Receiver operating characteristic,48.59375,11.5,60.09375,37.09375,1.51100626681833E-05,4.45312782858323E-06,0,0
F1 score,Statistical classification,16.2307692307692,25.3333333333333,41.5641025641026,9.1025641025641,7.26211838471351E-06,8.40819179148696E-05,0,0
Random forest,Statistical classification,66.6888888888889,135.902777777778,202.591666666667,69.2138888888889,1.51148418227522E-05,0.00154650670450564,0,1
Outlier,Data mining,39.537037037037,96.8153846153846,136.352421652422,57.2783475783476,0.000252928581261392,0.00086842187335696,0,1
Machine learning,Bayesian network,88.5,20.125,108.625,68.375,2.85552210059562E-06,0.00135432964888373,0,0
Least squares,Regression analysis,225.246376811594,459.759259259259,685.005636070853,234.512882447665,0.000436528215993555,0.00764534139819797,1,1
Backpropagation,Machine learning,22.0434782608696,38.7575757575758,60.8010540184453,16.7140974967062,1.07827871752379E-05,0.000427548854727323,0,0
Decision tree model,Decision tree learning,28.8235294117647,200.896551724138,229.720081135903,172.073022312373,0.00456285094376519,0.00192823880241344,1,1
Arithmetic mean,Poisson regression,81.952,288.746666666667,370.698666666667,206.794666666667,2.76077577421953E-05,0.0069446248263924,1,1
Support vector machine,Machine learning,48,46.2307692307692,94.2307692307692,1.76923076923077,1.92405051113604E-05,0.000602713514521785,0,0
Cluster analysis,Spectral clustering,141.148148148148,40.780487804878,181.928635953026,100.36766034327,2.39119655670206E-05,0.00899969857468889,1,0
Conditional independence,Conditional probability,13.8,16.875,30.675,3.075,0.000193616274991231,0.000229431078903897,0,0
Probability density function,Posterior probability,551.283333333333,705.862068965517,1257.14540229885,154.578735632184,0.000108419476945923,0.0508306225323434,1,1
Arithmetic mean,Cluster analysis,179.891304347826,411.636363636364,591.52766798419,231.745059288538,6.06012733107467E-05,0.00398913208185474,1,1
Linear regression,Regression analysis,475.765100671141,283.576086956522,759.341187627663,192.189013714619,0.00050202555545124,0.00803396752477492,1,1
Central tendency,Interquartile range,112.714285714286,127.827160493827,240.541446208113,15.1128747795415,0.000132476461921412,0.00918749988908272,1,1
Receiver operating characteristic,Statistical classification,54.3913043478261,27.7777777777778,82.1690821256039,26.6135265700483,0.000274011608805169,7.90243589425466E-05,0,0
Artificial neural network,Expert system,116.966666666667,1007.61290322581,1124.57956989247,890.64623655914,5.07966232188339E-06,0.0188285729441436,0,1
Cluster analysis,Hierarchical clustering,93.5242718446602,268.4,361.92427184466,174.87572815534,1.58439851841551E-05,0.00765542050976715,1,1
Probability density function,Likelihood function,509.738461538462,386.585714285714,896.324175824176,123.152747252747,0.000100248953736831,0.0278351941731345,1,1
Arithmetic mean,Stepwise regression,26.1794871794872,10.5,36.6794871794872,15.6794871794872,8.81927152316222E-06,2.21714975896415E-05,0,0
Cluster analysis,Confusion matrix,139.392523364486,516.647058823529,656.039582188015,377.254535459043,2.36145444536279E-05,0.0218883406607765,1,1
Bayes' theorem,Naive Bayes classifier,42.4666666666667,63.875,106.341666666667,21.4083333333333,2.85589840533717E-05,0.000805988605750122,0,0
Bayesian network,Likelihood function,68.5138888888889,85.1153846153846,153.629273504273,16.6014957264957,3.80550052121394E-05,0.00113815610482145,1,1
Arithmetic mean,Central tendency,127.280701754386,359.296296296296,486.576998050682,232.01559454191,4.28779624571908E-05,0.0111250595377804,1,1
Correlation and dependence,Mixture model,46.9642857142857,155.514285714286,202.478571428571,108.55,9.82187466379686E-06,0.00401289020251714,0,1
Confidence interval,Data mining,17.8709677419355,76.7647058823529,94.6356736242884,58.8937381404175,6.42733983391081E-06,0.000540262455775068,0,1
Bayesian network,Posterior probability,94.2830188679245,110.206896551724,204.489915419649,15.9238776837996,5.23680794160405E-05,0.00396811601400512,1,1
Linear separability,Support vector machine,30,93.7857142857143,123.785714285714,63.7857142857143,0.00100076725489542,0.00035447101882206,0,0
Sensitivity and specificity,Precision and recall,315.2,74.2,389.4,241,0.000336785959273688,0.000378201331554122,1,1
Conditional probability,Poisson regression,14.3636363636364,10,24.3636363636364,4.36363636363636,6.71078483860414E-06,3.20679018581104E-06,0,0
Positive and negative predictive values,Learning rate,12,11,23,1,7.93252069065813E-05,3.76092548854422E-06,0,0
Machine learning,Backpropagation,847.491228070175,6375.45283018868,7222.94405825886,5527.9616021185,2.7344970980964E-05,0.171794434629814,1,1
Regression analysis,Machine learning,38.6,94.7236842105263,133.323684210526,56.1236842105263,8.23546605590516E-06,0.00240650836996247,0,1
Statistical hypothesis testing,Student's t-test,359.36496350365,176.820895522388,536.185859026038,182.544067981262,0.000122938959851299,0.0103735511659409,1,1
Random forest,Ensemble learning,86.1666666666667,241.333333333333,327.5,155.166666666667,1.95294232481579E-05,0.00279977075910138,0,1
Type I and type II errors,Precision and recall,400.808219178082,194.283783783784,595.092002961866,206.524435394298,0.000510629903058853,0.0146560661556701,1,1
Data analysis,DBSCAN,427.6875,178.2,605.8875,249.4875,0.000165151670196724,0.020254066157221,1,1
Student's t-test,Statistical hypothesis testing,293,19.3269230769231,312.326923076923,273.673076923077,0.000241343948073985,0.000577609444058094,1,0
Anomaly detection,Data mining,146.957446808511,135.615384615385,282.572831423895,11.342062193126,0.000146470870576456,0.000973162410760096,1,1
Expert system,Knowledge base,90.8888888888889,101.653846153846,192.542735042735,10.7649572649573,0.000696621386276559,0.103887425808734,1,1
Central tendency,Descriptive statistics,110.015384615385,124.639175257732,234.654559873117,14.6237906423473,0.000129304362959933,0.00377766341675127,1,1
Artificial neural network,Machine learning,146.6015625,333.625,480.2265625,187.0234375,6.36665517264591E-06,0.011598641604749,0,1
Machine learning,Feedforward neural network,608.727272727273,13308.5428571429,13917.2701298701,12699.8155844156,1.96410641865314E-05,0.52451770842248,1,1
K-means clustering,Semi-supervised learning,73.7058823529412,482.12,555.825882352941,408.414117647059,1.72206545272551E-05,0.00915456077969849,0,1
Cluster analysis,Statistical classification,89.4391891891892,459.352941176471,548.79213036566,369.913751987281,1.51519296589665E-05,0.00863941706575285,1,1
Joint probability distribution,Conditional probability,22.780487804878,39.3770491803279,62.1575369852059,16.5965613754498,1.33022571338267E-05,0.00408217371501601,0,0
Confidence interval,Statistical significance,98.3076923076923,138.292682926829,236.600375234522,39.984990619137,3.53566161538293E-05,0.0157631797697519,1,1
Support vector machine,Statistical classification,228.113636363636,323,551.113636363636,94.8863636363636,9.14379497171992E-05,0.00290983494498245,1,1
Interquartile range,Histogram,51,35.5555555555556,86.5555555555556,15.4444444444444,9.86672186871843E-05,0.000274010373005183,0,0
Machine learning,AdaBoost,315.692307692308,83.0408163265306,398.733124018838,232.651491365777,1.01860605830895E-05,0.00164381989971446,1,0
Correlation and dependence,Single-linkage clustering,51.2,204.423076923077,255.623076923077,153.223076923077,1.07077106600906E-05,0.00849443187193945,0,1
K-means clustering,Cluster analysis,97.8,39.6304347826087,137.430434782609,58.1695652173913,2.28500081540418E-05,0.000401512134784738,0,0
Mixture model,Data analysis,60.8260869565217,14,74.8260869565217,46.8260869565217,5.91488043126285E-05,5.8996900977073E-06,1,0
Backpropagation,Statistical classification,68.6119402985075,92.1481481481482,160.760088446656,23.5362078496407,3.35622146906026E-05,0.000786450420196224,0,0
Data mining,Arithmetic mean,138.25,92.4230769230769,230.673076923077,45.8269230769231,2.91926382606635E-05,0.000493543879193275,1,1
Data analysis,Biclustering,260.053571428571,178.2,438.253571428571,81.8535714285715,0.000100419772993253,0.00735704947361178,1,1
Precision and recall,Arithmetic mean,128.66,15.7272727272727,144.387272727273,112.932727272727,4.00063930626564E-05,3.55318731171188E-05,0,0
Data analysis,Anomaly detection,11,63.3913043478261,74.3913043478261,52.3913043478261,4.24765365404406E-06,0.00214279100733223,0,1
Dimensionality reduction,Principal component analysis,38.0307692307692,35.0666666666667,73.0974358974359,2.96410256410256,0.000156392594760026,0.00129510674884891,0,0
Artificial neural network,Data mining,7813.03333333333,533.127819548872,8346.16115288221,7279.90551378446,0.000339306677483206,0.009784891363777,1,1
Statistical significance,Statistical hypothesis testing,348.716981132075,123.396226415094,472.11320754717,225.320754716981,0.000289006982516282,0.00375877190461685,1,1
Statistical hypothesis testing,Prior probability,178.608695652174,95,273.608695652174,83.6086956521739,6.11021370859168E-05,0.00166166812739372,1,1
Artificial neural network,Feedforward neural network,195.192307692308,860.80701754386,1055.99932523617,665.614709851552,8.47686814681749E-06,0.0276256345349146,0,1
Data mining,Anomaly detection,238.191011235955,241.765432098765,479.95644333472,3.5744208628104,5.02960146687369E-05,0.0287807107658347,1,1
Bayes' theorem,Sampling (statistics),66.9756097560976,43.3913043478261,110.366914103924,23.5843054082715,4.50413352666225E-05,0.000877409689662479,0,0
Confidence interval,Precision and recall,18.6666666666667,41.71875,60.3854166666667,23.0520833333333,6.71351501303801E-06,0.00272182629447306,0,0
Expectation–maximization algorithm,Mixture model,39,156.490196078431,195.490196078431,117.490196078431,7.38758090821783E-05,0.00588404863242501,0,1
Conditional independence,Joint probability distribution,42.6111111111111,21.2777777777778,63.8888888888889,21.3333333333333,0.000597840913519623,0.000271040107566831,0,0
Central tendency,Quartile,311.233333333333,34.2352941176471,345.46862745098,276.998039215686,0.000365801819802349,0.00387186907494262,1,0
Interquartile range,Standard deviation,18.0555555555556,13.6428571428571,31.6984126984127,4.41269841269841,3.49312048729138E-05,5.44510140432301E-05,0,0
Confidence interval,Statistical population,18.1785714285714,78.08,96.2585714285714,59.9014285714286,6.53797029649811E-06,0.000945454721582474,0,0
Poisson regression,Arithmetic mean,10.5,14,24.5,3.5,1.51188993441277E-05,8.62623509201728E-06,0,0
Standard deviation,Correlation and dependence,162.696428571429,291.321428571429,454.017857142857,128.625,9.88061432968481E-06,0.0203105595861695,0,1
K-medoids,K-means clustering,29.8,26.7368421052632,56.5368421052632,3.06315789473684,0.000152120757336764,0.000140267247763317,0,0
Genetic algorithm,Cluster analysis,14.2222222222222,104.621951219512,118.844173441734,90.39972899729,1.51697716700485E-05,0.00188950773687234,0,1
Arithmetic mean,Linear regression,110.781954887218,335.425287356322,446.20724224354,224.643332469104,3.73199113228857E-05,0.0103676239659732,1,1
Posterior probability,Conditional probability,53.5,36.1489361702128,89.6489361702128,17.3510638297872,0.000169886033462785,0.00288743261524238,0,0
Correlation and dependence,Standard deviation,88.1318681318681,116.704225352113,204.836093483981,28.5723572202445,1.8431455935338E-05,0.00236220472440945,0,1
Sample (statistics),Confidence interval,44.9259259259259,62.6190476190476,107.544973544974,17.6931216931217,0.00011228786572704,0.00254114873449827,0,0
Stepwise regression,Linear regression,105.607142857143,39.8636363636364,145.470779220779,65.7435064935065,0.000334142718830146,0.000311575841894267,1,0
Level of measurement,Statistical dispersion,27.25,114.851851851852,142.101851851852,87.6018518518518,9.7609026596221E-05,0.00349069017957749,0,1
Principal component analysis,Decision tree learning,70.1607142857143,66.4285714285714,136.589285714286,3.73214285714286,1.44238039446964E-05,0.000615606620749915,0,0
Artificial neural network,Statistical classification,5156.26086956522,398.018072289157,5554.27894185437,4758.24279727606,0.000223927592427462,0.010442436839386,1,1
Central tendency,Statistical dispersion,39.2428571428571,69.8604651162791,109.103322259136,30.6176079734219,4.61233004940583E-05,0.0016907502901404,0,0
Type I and type II errors,Null hypothesis,22.2428571428571,89.5106382978723,111.753495440729,67.2677811550152,2.83374128651854E-05,0.00308092273892347,0,1
Machine learning,Boosting (machine learning),857.539682539683,225.5,1083.03968253968,632.039682539683,2.76691922670036E-05,0.00562068298855827,1,1
Support vector machine,Linear regression,607.2,26.25,633.45,580.95,0.00024339238965871,0.000149215340473879,1,0
Statistical classification,Statistical model,15.3,14.2222222222222,29.5222222222222,1.07777777777778,5.86379215654562E-06,0.000298772930238855,0,0
Cluster analysis,Arithmetic mean,35.7272727272727,12.6666666666667,48.3939393939394,23.0606060606061,6.05257190028041E-06,7.80468889277754E-06,0,0
Gradient descent,Nonlinear system,19.1111111111111,14,33.1111111111111,5.11111111111111,2.79411604646225E-05,2.65216563532154E-06,0,0
OPTICS algorithm,Anomaly detection,16.0909090909091,239.28125,255.372159090909,223.190340909091,0.000175879996184298,0.0112533269843229,0,1
Joint probability distribution,Linear regression,167.112903225806,121.95,289.062903225806,45.1629032258065,9.75825815553418E-05,0.00346605919443612,1,1
Cluster analysis,Correlation and dependence,31.0731707317073,13.9090909090909,44.9822616407982,17.1640798226164,5.2641185757171E-06,9.52407630465839E-05,0,0
Sample (statistics),Precision and recall,40.9545454545455,72.3571428571429,113.311688311688,31.4025974025974,0.00010236179680513,0.00309798880483282,0,1
Confidence interval,Sample (statistics),12.5384615384615,55,67.5384615384615,42.4615384615385,4.5094901667247E-06,0.00122492571989694,0,0
Confidence interval,Standard deviation,47.6834532374101,212.311827956989,259.995281194399,164.628374719579,1.7149477456224E-05,0.0056289804831601,0,1
Correlation and dependence,Data mining,58.7906976744186,84.8026315789474,143.593329253366,26.0119339045288,1.22951910195808E-05,0.000889397580452187,0,1
Arithmetic mean,Least squares,16.7647058823529,21.75,38.5147058823529,4.98529411764706,5.64764665437276E-06,0.000171792466801599,0,0
OPTICS algorithm,Hierarchical clustering,47.969696969697,239.28125,287.250946969697,191.311553030303,0.00052432774757014,0.00545990637511988,1,1
Naive Bayes classifier,Bayes' theorem,182.734693877551,50.6190476190476,233.353741496599,132.115646258503,5.00078387873721E-05,0.000649254670297118,1,0
Precision and recall,Statistical classification,55,19.4705882352941,74.4705882352941,35.5294117647059,1.7102064499037E-05,5.23141256199659E-05,0,0
Joint probability distribution,Probability density function,111.924812030075,105.359550561798,217.284362591873,6.56526146827744,6.53564858677202E-05,0.00722300021414035,1,1
Joint probability distribution,Boosting (machine learning),12.6666666666667,26.2608695652174,38.9275362318841,13.5942028985507,7.39647273893721E-06,0.000193012253402081,0,0
Statistical hypothesis testing,Null hypothesis,129.283950617284,91.8725490196078,221.156499636892,37.4114015976761,4.42281135573034E-05,0.0137253753203955,1,1
Regression analysis,Outlier,71.5531914893617,168.294117647059,239.847309136421,96.7409261576971,1.52661626865886E-05,0.00217584327235877,0,1
Type I and type II errors,Sample (statistics),25.7142857142857,136.321428571429,162.035714285714,110.607142857143,3.27600148730468E-05,0.00386408386185672,0,1
Null hypothesis,Student's t-test,24.6666666666667,75.4603174603175,100.126984126984,50.7936507936508,3.98958825292696E-05,0.00208136499716735,0,0
Bayesian network,Naive Bayes classifier,53.6,31.0833333333333,84.6833333333333,22.5166666666667,2.97713107874901E-05,0.000196108121294713,1,0
Machine learning,Naive Bayes classifier,196.607142857143,102.478873239437,299.08601609658,94.1282696177062,6.34368408546364E-06,0.00382542276284272,1,1
Information retrieval,Precision and recall,74.2,280.264705882353,354.464705882353,206.064705882353,0.000508557055029712,0.009713963580537,1,1
Confidence interval,Student's t-test,258.708333333333,77.9565217391304,336.664855072464,180.751811594203,9.30451221338236E-05,0.00313999784595798,1,1
Mixture model,Standard deviation,32.4736842105263,21.6842105263158,54.1578947368421,10.7894736842105,3.15782206087247E-05,0.000117454543381208,0,0
Cluster analysis,Outlier,32.4852941176471,17.2222222222222,49.7075163398693,15.2630718954248,5.50334697668439E-06,0.000117880359040758,0,0
Poisson regression,Likelihood function,22.6190476190476,13.5,36.1190476190476,9.11904761904762,3.25690575440394E-05,2.77724490105551E-05,0,0
Bayes' theorem,Data mining,75.7179487179487,11,86.7179487179487,64.7179487179487,5.09205892462303E-05,1.517978802944E-06,0,0
Bayesian network,Conditional probability distribution,73.4461538461538,15,88.4461538461538,58.4461538461538,4.07945573190234E-05,9.06832621066689E-06,1,0
Regression analysis,Poisson regression,77.2934782608696,90.7088607594937,168.002339020363,13.4153824986241,1.649087607669E-05,0.00228804479757618,0,1
Statistical hypothesis testing,Standard deviation,89.2261904761905,108.388349514563,197.614539990754,19.1621590383726,3.05243308687919E-05,0.00318267602501896,1,1
Regression analysis,Least squares,152.377358490566,44.4545454545455,196.831903945111,107.922813036021,3.25103254802474E-05,0.00168978624672953,1,0
Statistical population,Median,78.0625,244.478260869565,322.540760869565,166.415760869565,0.000196602754768207,0.0106550429069337,1,1
Anomaly detection,Cluster analysis,43.9285714285714,173.684931506849,217.613502935421,129.756360078278,4.37831238910055E-05,0.00279252460610845,0,1
Likelihood function,Poisson regression,30.3333333333333,34.1111111111111,64.4444444444444,3.77777777777778,1.87638808901833E-05,0.000295345376113197,0,0
Statistical significance,Statistical population,14.375,61.8636363636364,76.2386363636364,47.4886363636364,1.19136021428737E-05,0.000329601402682825,0,0
Principal component analysis,Data mining,62.9827586206897,71.5757575757576,134.558516196447,8.59299895506792,1.29481430097974E-05,0.000651902896827949,0,0
Bayes' theorem,Probability density function,53.0238095238095,36.3,89.3238095238095,16.7238095238095,3.56587000935517E-05,0.000838844751327593,0,0
Decision tree learning,Random forest,240.870967741935,410.6875,651.558467741935,169.816532258065,6.51675250053868E-05,0.0365794053104991,1,1
Cluster analysis,DBSCAN,182.310344827586,365.103448275862,547.413793103448,182.793103448276,3.0885270159218E-05,0.0401141138183044,1,1
Naive Bayes classifier,Conditional probability,959.105263157895,33.3636363636364,992.468899521531,925.741626794258,0.000262472223322078,0.000623712636723928,1,0
Expert system,Machine learning,135.90625,177.428571428571,313.334821428571,41.5223214285714,0.00104165868277242,0.00166072143102841,1,1
Median,Central tendency,185.518796992481,172.086092715232,357.604889707713,13.4327042772494,0.000514809462078568,0.00993315713463298,1,1
Standard deviation,Statistical significance,16.625,20.8333333333333,37.4583333333333,4.20833333333333,1.00964240379064E-06,0.000695025563040209,0,0
Standard deviation,Confidence interval,362.662337662338,201.393442622951,564.055780285289,161.268895039387,2.2024618006721E-05,0.0118699666172286,1,1
Student's t-test,Confidence interval,89.1458333333333,88.5510204081633,177.696853741497,0.594812925170061,7.3429376692874E-05,0.00209620615189886,0,1
Student's t-test,Standard deviation,87.4615384615385,62.1466666666667,149.608205128205,25.3148717948718,7.20420238803152E-05,0.00132877579296071,0,0
Linear regression,Arithmetic mean,68,29.3846153846154,97.3846153846154,38.6153846153846,7.17533457635453E-05,0.000235372986082186,0,0
Cluster analysis,Data analysis,119.078431372549,191.745762711864,310.824194084413,72.6673313393154,2.01731258122253E-05,0.00476737100538305,1,1
Random forest,Machine learning,29.4705882352941,93.5833333333333,123.053921568627,64.1127450980392,6.67942271975907E-06,0.000750801194462524,0,1
Arithmetic mean,K-means clustering,165.862745098039,394.392156862745,560.254901960784,228.529411764706,5.58753719875312E-05,0.00555380988486489,1,1
Cluster analysis,Single-linkage clustering,455.592592592593,277.323529411765,732.916122004357,178.269063180828,7.71821276410181E-05,0.0150694257987803,1,1
Data mining,Statistical population,94.7083333333333,92.4230769230769,187.13141025641,2.28525641025641,1.99984529133479E-05,0.000581948692613393,1,0
Likelihood function,Statistical model,45.2075471698113,18,63.2075471698113,27.2075471698113,2.79649130911543E-05,0.000378134489833551,0,0
Statistical population,Precision and recall,82.4666666666667,435.416666666667,517.883333333333,352.95,0.000207694781018007,0.015979261110811,1,1
Likelihood function,Confidence interval,33.64,17.1666666666667,50.8066666666667,16.4733333333333,2.08093501037065E-05,4.97601368162208E-05,0,0
Sensitivity and specificity,Statistical significance,14.25,22.2777777777778,36.5277777777778,8.02777777777778,1.52258880699557E-05,0.000557410501558247,0,0
Machine learning,Multiclass classification,42.8947368421053,12.8333333333333,55.7280701754386,30.0614035087719,1.38403241866514E-06,3.49190987970144E-05,0,0
Sample (statistics),Statistical hypothesis testing,39.304347826087,50.1571428571429,89.4614906832298,10.8527950310559,9.82372926149898E-05,0.00201789727172932,0,0
Statistical population,Data mining,87.1111111111111,204.944444444444,292.055555555556,117.833333333333,0.000219391954079921,0.00254537445639109,1,1
Correlation and dependence,Principal component analysis,406.602040816327,245.405594405594,652.007635221921,161.196446410732,8.50347071653044E-05,0.0217148500417367,1,1
Statistical classification,Support vector machine,139.948717948718,186.692771084337,326.641489033055,46.7440531356194,5.3635960433092E-05,0.00836664991950835,1,1
Data analysis,Cluster analysis,193.753086419753,152.193548387097,345.94663480685,41.5595380326563,7.48178186830162E-05,0.00207826028734437,1,1
